Austria-Hungary,,
Austro-Illirian Litoral vessel,2146,40085
steamboat,2357,138108
Hungarian Litoral vessel,36,4459
steamboat,99,38932
Dalmatia vessel,164,5957
steamboat,535,165896
total vessel,2346,50501
total steamboat,2991,342936
Africa,,
Egypt vessels,1,303
steamboat,44,73682
Algeria vessels,6,1402
steamboat,,
Tripoli vessels,2,272
steamboat,1,1265
Tunisia vessels,,
steamboat,15,6635
Massaua,,
Americas,,
Canada UK – steamboat,,
USA vessels,,
steamboat,22,39828
Jamaica - UK vessels,,
Barbados - UK vessels,1,325
Brazil steamboat,18,26197
Argentina vessels,,
Asia,,
India - UK steamboat,14,30524
Japan steamboat,12,29765
Australia – steamboat,2,3175
Europe1,,
Hamburg steamboat,20,19126
Belgium steamboat,8,10708
Bulgaria steamboat,,
Atlantic France vessels,,
steamboat,16,18394
Mediterranean France vessels,4,1518
steamboat,59,46958
Germany steamboat,,
UK vessels,,
steamboat,105,127659
Gibraltar - UK steamboat,1,943
Malta - UK vessels,1,565
steamboat,I5,10582
Cyprus – UK  vessels,3,410
steamboat,,
Greece vessels,60,7179
steamboat,11,12108
Italy,,
Veneto vessels,321,8308
steamboat,334,201741
Romagna e Marche vessels,464,14361
steamboat,58,15403
Neaples vessels,199,13029
steamboat,132,40226
Sicily vessels,96,15763
steamboat,85,32145
Toscana vessels,,
Liguria and Sardegna vessels,19,6084
steamboat,90,84514
Europe 2,,
Montenegro vessels,6,193
steamboat,,
Low Countries steamboat,1,1249
Portugal vessels,,
Rumenia  steamboat,,
Russia Black sea vessels,17,19466
steamboat,,
Spain vessels,66,97208
steamboat,1,192
Sweden and Norway vessels,5,5736
Turkey vessels,84,8995
steamboat,347,332302
,,
Total vessel,3614,129400
total steamboat,4489,1680473
Total all together,8103,1759875
