Austria-Hungary,,
Austro-Illirian Litoral vessel,2124,42013
steamboat,2355,139659
Hungarian Litoral vessel,117,4930
steamboat,77,32658
Dalmatia vessel,226,10283
steamboat,537,165397
total vessel,2467,57226
total steamboat,2962,337709
Africa,,
Egypt vessels,,
steamboat,50,82253
Algeria vessels,10,2741
steamboat,2,2418
Tripoli vessels,1,72
Tunisia vessels,3,241
steamboat,7,4151
Morocco steamboat,,
Western Africa steamboat,,
Americas,,
USA vessels,11,5856
steamboat,23,34896
Cuba – American Spain – vessels,,
Jamaica - UK vessels,2,1014
Trinidad - UK vessels,1,193
Brazil steamboat,19,27130
Argentina vessels,,
Chile vessels,,
Asia,,
India - UK steamboat,31,62472
Siam - UK vessels,1,442
Japan steamboat,12,30373
Europe1,,
Hamburg vessels,,
steamboat,19,18291
Belgium steamboat,6,7710
Bulgaria steamboat,,
Atlantic France steamboat,5,4782
Mediterranean France,3,944
steamboat,88,71815
Germany steamboat,,
UK vessels,4,1785
steamboat,171,217526
Gibraltar - UK steamboat,,
Malta - UK vessels,,
steamboat,22,13342
Greece vessels,37,4574
steamboat,6,5092
Italy,,
Veneto vessels,457,14404
steamboat,322,184127
Romagna e Marche vessels,295,10198
steamboat,56,12381
Neaples vessels,110,7617
steamboat,131,39636
Sicily vessels,77,11030
steamboat,105,40298
Toscana steamboat,,
Liguria and Sardegna vessels,,
steamboat,70,73550
Europe 2,,
Montenegro vessels,4,123
steamboat,,
Low Countries vessels,,
steamboat,5,6282
Portugal vessels,,
Rumenia  steamboat,28,29063
Russia Black sea vessels,,
steamboat,38,56229
Spain vessels,,
steamboat,2,1237
Sweden and Norway vessels,1,102
Turkey vessels,114,9411
steamboat,300,269299
,,
Total vessel,3598,127973
total steamboat,4487,1632082
Total all together,8085,1760055
