Austria-Hungary,,
Austro-Illirian Litoral vessel,2157,39603
steamboat,1853,115987
Hungarian Litoral vessel,151,8014
steamboat,95,31476
Dalmatia vessel,321,12793
steamboat,315,88080
total vessel,2629,60410
total steamboat,2263,235543
Americas,,
Canada -UK vessel,,
USA vessels,15,8055
steamboat,2,3181
Jamaica – UK,2,896
Martinica – France,,
Brazil vessels,1,238
steamboat,16,17965
Argentina steamboat,,
Peru,,
Africa,,
Egypt vessels,4,2406
steamboat,56,76486
Massaua steamboat,1,808
Algeria vessels,13,4271
steamboat,2,1373
Tripoli steamboat,,
Tunisia vessels,1,63
steamboat,1,245
West Africa vessels,,
steamboat,,
Asia,,
Aden – UK steamboat,,
India – UK vessels,,
steamboat,30,53594
China steamboat,10,22273
Europe1,,
Hamburg steamboat,11,7510
Belgium vessels,,
steamboat,2,1910
Atlantic France vessels,,
steamboat,3,2724
Mediterranean France,5,1617
steamboat,53,48835
Germany steamboat,,
UK vessels,8,3892
steamboat,147,174710
Malta – UK vessels,2,383
steamboat,22,5203
Greece vessels,124,13093
steamboat,51,24954
Italy,,
Veneto vessels,387,18146
steamboat,327,142791
Romagna e Marche vessels,432,19238
steamboat,62,14260
Neaples vessels,325,30876
steamboat,86,18129
Sicily vessels,68,13879
steamboat,55,22138
Toscana vessels,1,147
steamboat,,
Sardegna vessels,1,280
steamboat,20,15168
Europe 2,,
Montenegro vessels,1,85
steamboat,1,10
Low Countries steamboat,,
Rumenia vessels,1,124
steamboat,,
Russia Black sea vessels,5,1460
steamboat,51,49768
Spain vessels,1,470
steamboat,,
Sweden and Norway vessels,,
steamboat,4,1583
Turkey vessels,138,9981
steamboat,280,237831
,,
Total vessel,4164,189760
total steamboat,3506,1178946
Total all together,7670,1368706
