Austria-Hungary,,
Austro-Illirian Litoral vessel,2176,35989
steamboat,1832,111425
Hungarian Litoral vessel,68,4145
steamboat,118,38216
Dalmatia vessel,367,13484
steamboat,309,84237
total vessel,2611,53618
total steamboat,2254,238878
Americas,,
USA vessels,1,1286
steamboat,22,41649
Brazil vessels,2,561
steamboat,9,11413
St. Thomas – UK vessels,,
Argentina vessels,1,478
steamboat,,
Africa,,
Egypt vessels,6,2757
steamboat,64,84683
Massaua steamboat,2,3035
Algeria vessels,8,3348
steamboat,,
Tripoli vessels,,
steamboat,17,4571
Tunisia vessels,4,535
steamboat,9,2768
Asia,,
Aden – UK steamboat,1,1108
India – UK steamboat,13,26718
China steamboat,11,22766
Europe1,,
Hamburg steamboat,10,6866
Belgium steamboat,1,646
Bulgaria steamboat,,
Atlantic France vessels,1,724
steamboat,42,40435
Mediterranean France,24,10041
steamboat,9,4813
UK vessels,,
steamboat,98,124248
Gibraltar – UK vessels,,
steamboat,2,573
Malta – UK vessels,4,615
steamboat,6,2489
Greece vessels,131,16095
steamboat,59,29674
Italy,,
Veneto vessels,255,6627
steamboat,812,138688
Romagna e Marche vessels,478,17265
steamboat,62,13666
Neaples vessels,375,33781
steamboat,81,10811
Sicily vessels,144,25592
steamboat,87,17894
Toscana vessels,,
Sardegna vessels,27,5472
steamboat,54,49856
Europe 2,,
Montenegro vessels,3,98
Low Countries steamboat,,
Portugal vessels,,
steamboat,,
Rumenia steamboat,2,2005
Russia Black sea vessels,,
steamboat,57,55657
Spain vessels,,
steamboat,8,2078
Turkey vessels,188,11856
steamboat,286,248226
,,
Total vessel,4203,190194
total steamboat,8473,1175651
Total all together,7676,1865845
