Austria-Hungary,,
Austro-Illirian Litoral vessel,2184,39868
steamboat,1960,118030
Hungarian Litoral vessel,163,10756
steamboat,130,46655
Dalmatia vessel,375,15604
steamboat,309,72648
total vessel,2722,66228
total steamboat,2399,237333
Americas,,
Canada -UK vessel,,
USA vessels,22,10487
steamboat,,
Jamaica – UK,6,2550
Martinica – France,,
Brazil vessels,11,3297
steamboat,13,12778
Argentina steamboat,,
Peru,1,435
Africa,,
Egypt vessels,1,712
steamboat,65,82433
Massaua steamboat,,
Algeria vessels,10,3932
steamboat,,
Tripoli steamboat,1,223
Tunisia vessels,3,656
steamboat,,
West Africa vessels,1,406
steamboat,,
Asia,,
Aden – UK steamboat,2,1702
India – UK vessels,,
steamboat,35,55612
China steamboat,16,32779
Europe1,,
Hamburg steamboat,18,9007
Belgium vessels,,
steamboat,1,1183
Atlantic France vessels,1,124
steamboat,10,8080
Mediterranean France,7,1750
steamboat,56,46881
Germany steamboat,2,556
UK vessels,7,2462
steamboat,152,174547
Malta – UK vessels,2,290
steamboat,15,4145
Greece vessels,164,17742
steamboat,19,12772
Italy,,
Veneto vessels,466,18775
steamboat,381,154145
Romagna e Marche vessels,423,21949
steamboat,53,10114
Neaples vessels,300,27987
steamboat,33,15107
Sicily vessels,66,14171
steamboat,35,15811
Toscana vessels,3,544
steamboat,1,1792
Sardegna vessels,4,1039
steamboat,29,24051
Europe 2,,
Montenegro vessels,6,168
steamboat,,
Low Countries steamboat,1,241
Rumenia vessels,4,1982
steamboat,1,1098
Russia Black sea vessels,3,1025
steamboat,29,31255
Spain vessels,,
steamboat,2,1652
Sweden and Norway vessels,2,261
steamboat,5,1802
Turkey vessels,134,13813
steamboat,295,234993
,,
Total vessel,4369,212785
total steamboat,3664,1172092
Total all together,8033,1384877
