Austria-Hungary,,
Austro-Illirian Litoral vessel,2281,38912
steamboat,1966,112122
Hungarian Litoral vessel,64,3504
steamboat,132,42517
Dalmatia vessel,412,15358
steamboat,816,78597
total vessel,2757,57774
total steamboat,2414,228286
Americas,,
USA vessels,1,452
steamboat,26,89584
Brazil vessels,6,1587
steamboat,8,8506
St. Thomas – UK vessels,,
Argentina vessels,,
steamboat,1,1378
Africa,,
Egypt vessels,9,3971
steamboat,78,98511
Massaua steamboat,1,778
Algeria vessels,13,4514
steamboat,,
Tripoli vessels,,
steamboat,14,8556
Tunisia vessels,2,348
steamboat,5,1227
Asia,,
Aden – UK steamboat,7,6618
India – UK steamboat,23,38817
China steamboat,12,25936
Europe1,,
Hamburg steamboat,13,9070
Belgium steamboat,4,4097
Bulgaria steamboat,,
Atlantic France vessels,1,356
steamboat,42,34443
Mediterranean France,37,12508
steamboat,6,3192
UK vessels,,
steamboat,109,129312
Gibraltar – UK vessels,,
steamboat,2,641
Malta – UK vessels,7,1828
steamboat,1,927
Greece vessels,177,24368
steamboat,14,9600
Italy,,
Veneto vessels,246,5619
steamboat,328,117941
Romagna e Marche vessels,505,19179
steamboat,59,11513
Neaples vessels,357,33178
steamboat,35,11141
Sicily vessels,157,33043
steamboat,24,10986
Toscana vessels,,
Sardegna vessels,19,5128
steamboat,77,67544
Europe 2,,
Montenegro vessels,3,99
Low Countries steamboat,,
Portugal vessels,,
steamboat,,
Rumenia steamboat,4,4440
Russia Black sea vessels,2,966
steamboat,38,40817
Spain vessels,2,735
steamboat,4,3304
Turkey vessels,149,18028
steamboat,329,264783
,,
Total vessel,4450,218681
total steamboat,3678,1174893
Total all together,8128,1393524
