Austria vessels,4097,126459
steamboat,1029,100288
Veneto vessels,383,13921
steamboat,289,103625
Romagna e Marche vessels,293,17888
steamboat,55,12207
Neaples vessels,340,23611
steamboat,,
Sicily vessels,132,27165
steamboat,3,1581
toscana steamboat,,
sardegna vessels,16,2498
steamboat,,
Ionic Islands vessels,52,6362
steamboat,1,411
greece vessels,169,27076
steamboat,1,695
Mediterranean France vessels,91,29394
steamboat,45,18769
Atlantic France vessels,79,30857
steamboat,2,1209
Algeria,14,4698
Spain vessels,6,1520
steamboat,3,1679
Uk – Malta vessels,14,1888
steamboat,2,1388
UK – Gibraltar – steamboat,1,798
UK – vessels,30,11678
steamboat,90,108952
Low Countries vessels,17,3907
steamboat,7,3296
Belgium vessels,4,1341
steamboat,1,677
Hamburg,3,580
Denmark,,
Russia Baltic sea ,6,1025
Russia Black sea vessels,6,2375
steamboat,,
Turkey vessels,316,67496
steamboat,222,133383
Moldavia steamboat,1,834
Valacchia vessels,,
Egypt vessels,37,12988
steamboat,58,72880
Tripoli vessels,2,438
steamboat,1,174
USA vessel,18,8691
steamboat,8,3283
Brazil,78,18250
Asian UK,6,5044
,,
total vessels,6203,441601
total steamboat,1820,571173
total general,8022,1012776
