Austria vessels,4440,111895
steamboat,749,90646
Veneto vessels,464,13525
steamboat,202,68763
Romagna e Marche vessels,305,14538
steamboat,43,8572
Neaples vessels,472,23741
steamboat,2,1194
Sicily vessels,149,31208
steamboat,,
toscana steamboat,,
sardegna vessels,24,6917
steamboat,,
Ionic Islands vessels,30,2294
steamboat,1,21
greece vessels,219,27850
steamboat,9,5328
Mediterranean France vessels,113,35423
steamboat,35,17845
Atlantic France vessels,59,24824
Algeria vessels,23,7308
steamboat,1,846
Spain vessels,11,2170
steamboat,3,2068
Portugal vessels,2,450
steamboat,1,595
Uk – Malta vessels,17,1505
UK – Gibraltar – vessels,1,260
steamboat,,
UK – vessels,24,8774
steamboat,81,90405
Low Countries vessels,5,1079
steamboat,3,1935
Belgium vessels,5,1839
steamboat,1,956
Hamburg,1,80
Sweden and Norway,1,211
Russia Baltic sea ,2,607
Russia Black sea vessels,11,3026
steamboat,7,5789
Turkey vessels,252,26109
steamboat,231,142483
Moldavia vessels,1,346
steamboat,7,5788
Valacchia vessels,18,3829
 steamboat,1,566
Egypt vessels,53,16839
steamboat,55,65773
Tripoli vessels,2,182
Tunisia,1,59
USA vessel,11,4428
steamboat,5,4627
Brazil,64,12470
Asian UK steamboat,12,11716
,,
total vessels,6780,383686
total steamboat,1419,525716
total general,8229,909402
