Austria-Hungary vessels,1031,31702
steamboat,5736,698432
Belgium steamboat,8,14929
Bulgaria steamboat,,
Crete – Turkey vessels,16,3073
steamboat,1,1206
France vessels,1,289
steamboat,77,71233
Germany steamboat,28,31648
Gibraltar - UK vessels,,
steamboat,,
UK vessels,1,832
steamboat,123,201264
Greece vessels,52,10377
steamboat,68,58942
Italy vessels,1385,55015
steamboat,582,447882
Malta - UK vessels,2,595
steamboat,,
Montenegro vessels,,
steamboat,,
Low Countries steamboat,3,4864
Portugal steamboat,1,378
Rumenia  steamboat,56,95831
Russia Black sea steamboat,144,226407
Spain vessels,,
steamboat,55,49757
European Turkey vessels,30,1138
steamboat,156,152427
Asian Turkey vessels,5,1116
steamboat,102,104672
Aden UK – steamboat,1,2382
India - UK steamboat,45,115301
China steamboat,,
Japan steamboat,15,51366
Egypt vessels,1,701
steamboat,62,134035
Tripoli vessels,5,1071
steamboat,,
Tunisia vessels,,
steamboat,3,2106
Algeria steamboat,3,5668
Morocco steamboat,25,17667
South Africa – UK steamboat,12,31436
Canarias – Spain vessels,1,743
USA vessels,,
steamboat,89,274598
Mexico steamboat,7,11120
Caribbean – France vessels,,
Caribbean - UK vessels,,
Brazil steamboat,16,28383
Uruguay vessels,,
Argentina vessels,,
steamboat,,
Chile vessels,1,1458
Total vessel,2531,108110
total steamboat,7418,2833874
Total all together,9949,2941984
