Austria-Hungary vessels,836,31640
steamboat,5710,679354
Belgium steamboat,7,10944
Bulgaria steamboat,3,4803
Crete – Turkey vessels,6,964
steamboat,3,3618
France vessels,2,599
steamboat,80,77956
Germany steamboat,29,35977
Gibraltar - UK steamboat,,
UK vessels,,
steamboat,212,389871
Greece vessels,37,7068
steamboat,62,48360
Italy vessels,1689,60687
steamboat,580,419633
Malta - UK vessels,,
steamboat,,
Montenegro vessels,3,68
steamboat,,
Norway steamboat,1,722
Low Countries steamboat,4,7152
Portugal steamboat,,
Rumenia  vessels,1,320
steamboat,44,69371
Russia Baltic sea steamboat,,
Russia Black sea steamboat,68,99109
Spain steamboat,58,51933
European Turkey vessels,27,1242
steamboat,174,168602
Asian Turkey vessels,1,234
steamboat,85,85466
India - UK steamboat,65,164962
Siam UK steamboat,,
Indo-China France steamboat,,
China steamboat,1,2643
Japan steamboat,14,47148
Egypt steamboat,60,132488
Tripoli vessels,,
Tunisia vessels,,
steamboat,2,1546
Algeria vessels,3,1390
steamboat,18,8516
Morocco steamboat,23,16286
South Africa – UK steamboat,12,30508
Western Africa France steamboat,1,1147
Western Africa UK steamboat,,
USA vessels,1,298
steamboat,82,239538
Mexico steamboat,8,12290
Caribbean - UK vessels,1,882
Haiti vessels,1,425
Brazil steamboat,14,25713
Uruguay vessels,1,494
Argentina vessels,,
steamboat,3,5071
Chile vessels,1,1458
Total vessel,2560,107719
total steamboat,7423,2840727
Total all together,9983,2948446
