Austria vessels,6759,156860
steamboat,573,55032
Veneto vessels,453,18474
steamboat,303,78970
Romagna e Marche vessels,493,29216
steamboat,53,12106
Neaples vessels,477,29890
steamboat,1,411
Sicily vessels,123,23616
steamboat,,
Papal state,3,296
toscana vessels,2,236
steamboat,,
sardegna vessels,24,4066
steamboat,,
Ionic Islands vessels,62,3879
steamboat,53,12868
greece vessels,159,22304
steamboat,2,904
Mediterranean France vessels,265,87053
steamboat,54,23954
Atlantic France vessels,137,51617
steamboat,1,511
Algeria,11,3272
Spain vessels,22,5534
steamboat,1,194
Portugal vessels,5,1609
steamboat,,
Uk – Malta vessels,18,2974
steamboat,,
UK – Gibraltar – Vessels,2,653
steamboat,6,327
UK – vessels,128,53579
steamboat,128,113140
Low Countries vessels,21,4722
steamboat,11,5989
Belgium vessels,23,10517
steamboat,3,1820
Hamburg,5,1115
Prussia,1,127
Denmark,1,139
Sweden and Norway,,
Russia Baltic sea ,6,876
Russia Black sea vessels,6,2096
steamboat,4,1399
Turkey vessels,178,21219
steamboat,173,96280
Moldavia vessels,1,97
steamboat,,
Valacchia vessels,,
Egypt vessels,35,12432
steamboat,65,74722
USA,32,12305
Brazil,73,15758
,,
total vessels,9525,376561
total steamboat,1131,475307
total general,10956,1052068
