Austria-Hungary vessels,1136,32066
steamboat,6059,666977
Belgium steamboat,8,11171
Bulgaria steamboat,1,29
Crete – Turkey vessels,23,3497
steamboat,,
France vessels,,
steamboat,98,77986
Germany steamboat,25,29296
Gibraltar - UK vessels,1,550
steamboat,1,2381
UK steamboat,106,154631
Greece vessels,,11184
steamboat,95,90383
Italy vessels,1374,50492
steamboat,532,388915
Malta - UK vessels,,
steamboat,6,2030
Montenegro vessels,2,67
steamboat,,
Low Countries steamboat,2,3861
Portugal steamboat,1,787
Rumenia steamboat,72,107007
Russia Black sea vessels,,
steamboat ,116,176274
Spain vessels,,
 steamboat,36,33491
European Turkey vessels,64,1852
steamboat,185,118591
Asian Turkey vessels,12,3306
steamboat,154,169513
Cyprus – UK vessels,,
 steamboat,,
Persia steamboat,,
India - UK steamboat,39,95264
China steamboat,,
Japan steamboat,12,41419
Egypt vessels,,
steamboat,58,129922
Tripoli vessels,6,726
steamboat,1,2746
Tunisia vessels,,
steamboat,1,743
Algeria vessels,,
steamboat,1,1471
Morocco steamboat,20,14206
Eastern Africa Portugal steamboat,,
South Africa – UK steamboat,3,5202
Canada – UK vessels,,
steamboat,,
USA vessels,,
steamboat,52,94719
Mexico steamboat,,
Caribbean – France vessels,,
Caribbean - UK vessels,2,1383
Brazil steamboat,16,27902
Argentina vessels,,
steamboat,,
Australia vessels,,
Total vessel,2689,105123
total steamboat,7700,2395917
Total all together,10382,2501040
