Austria-Hungary vessels,1006,33068
steamboat,5994,639528
Belgium steamboat,5,5980
Bulgaria vessels,,
 steamboat,5,5669
Crete – Turkey vessels,13,1767
steamboat,2,2922
France vessels,4,1399
steamboat,125,111767
Germany steamboat,25,29286
Gibraltar - UK steamboat,,
UK vessels,,
steamboat,181,294459
Greece vessels,32,5802
steamboat,81,63698
Italy vessels,1591,54999
steamboat,677,404414
Malta - UK vessels,,
steamboat,3,732
Montenegro vessels,12,324
steamboat,,
Low Countries steamboat,2,4180
Portugal steamboat,,
Rumenia  vessels,,
steamboat,47,63368
Russia Black sea steamboat,59,83515
Spain steamboat,27,24743
Sweden and Norway steamboat,,
European Turkey vessels,41,2273
steamboat,85,53991
Asian Turkey vessels,3,488
steamboat,145,149073
Cyprus – UK  steamboat,,
India - UK steamboat,47,113805
Indo-China France steamboat,,
China steamboat,,
Japan steamboat,13,43823
Egypt steamboat,80,164544
Tripoli vessels,1,30
Tunisia vessels,,
steamboat,,
Algeria vessels,6,2045
steamboat,13,7333
Morocco steamboat,13,9235
Eastern Africa Portugal steamboat,,
South Africa – UK steamboat,1,1734
Western Africa France steamboat,,
Western Africa UK steamboat,1,743
USA vessels,5,3716
steamboat,47,84393
Mexico steamboat,,
Caribbean - UK vessels,4,1958
Brazil vessels,,
steamboat,16,26792
Argentina vessels,1,550
steamboat,,
Chile steamboat,1,1382
Australia – steamboat,,
Total vessel,2720,109801
total steamboat,7694,2889727
Total all together,10414,2499523
