Austria vessels,4288,118085
steamboat,589,74769
Italy vessels,1693,91213
steamboat,316,104696
greece vessels,216,18479
steamboat,51,34235
Mediterranean France vessels,34,8570
steamboat,52,25798
Algeria,2,353
Portugal vessels,1,200
UK – Malta,5,1507
Uk _ Gibraltar steamboat,,
UK – vessels,145,55472
steamboat,95,101681
Low Countries vessel,2,340
Belgium vessels,10,1635
Sweden and Norway,10,1256
Russia Black sea vessels,86,22917
steamboat,25,20731
Turkey vessels,225,21229
steamboat,211,131668
Moldavia vessels,25,4448
steamboat,7,4477
Valacchia vessels,20,3815
steamboat,4,2500
Egypt vessels,4,1412
steamboat,53,63043
Tunisia,6,440
USA,66,26199
American UK,3,964
Venezuela,1,152
Brazil vessels,14,2777
Asian UK – vessels,1,267
steamboat,22,19952
,,
total vessels,6857,381746
total steamboat,1425,583550
total general,8282,965290
