Austria vessels,4249,115778
steamboat,605,90351
Italy vessels,1867,89937
steamboat,384,126931
greece vessels,194,17218
steamboat,30,19874
Mediterranean France vessels,32,9882
steamboat,47,26437
Algeria,5,1079
Spain vessels,3,1266
steamboat,1,680
UK – Malta vessels,2,363
steamboat,8,5654
Uk _ Gibraltar steamboat,,
UK – vessels,100,39101
steamboat,151,158995
Low Countries vessels,1,81
Belgium vessels,9,2012
Sweden and Norway,11,1766
Russia Black sea vessels,35,7655
steamboat,4,3377
Turkey vessels,304,25605
steamboat,265,190450
Moldavia vessels,7,1653
steamboat,3,2806
Valacchia vessels,7,1696
steamboat,,
Egypt vessels,2,644
steamboat,54,68516
Maghreb vessels,2,345
steamboat,,
USA,100,49836
American UK,1,345
Brazil vessels,17,3785
Peru,1,233
Asian UK vessels,1,298
steamboat,20,24828
,,
total vessels,6950,370382
total steamboat,1572,718890
total general,8522,1089972
