Austria-Hungary vessels,579,22855
steamboat,6882,1088826
Belgium steamboat,2,8078
Bulgaria steamboat,,
Crete – Turkey vessels,6,1125
steamboat,6,4184
France vessels,,
steamboat,75,75620
Germany steamboat,34,52955
Gibraltar - UK steamboat,1,2229
UK steamboat,98,197142
Greece vessels,48,10982
steamboat,35,52606
Italy vessels,1328,56101
steamboat,636,426997
Malta - UK vessels,2,145
steamboat,5,11734
Montenegro vessels,,
steamboat,1,29
Low Countries steamboat,7,11521
Portugal steamboat,1,1518
Rumenia  steamboat,52,110285
Russia Black sea steamboat,93,152008
Spain vessels,1,347
steamboat,65,72398
European Turkey vessels,62,2143
steamboat,195,215425
Asian Turkey vessels,4,1038
steamboat,130,183091
Cyprus vessels,1,55
India - UK steamboat,33,93309
Asian Portugal steamboat,1,2265
Japan steamboat,12,45355
Egypt vessels,1,1078
steamboat,67,152705
Tripoli vessels,4,854
steamboat,5,2115
Tunisia steamboat,6,10143
Algeria steamboat,15,31550
Morocco steamboat,12,10179
South Africa – UK steamboat,,
Canarias – Spain steamboat,,
USA vessels,,
steamboat,101,416085
Mexico steamboat,,
Caribbean – France vessels,,
steamboat,3,5553
Caribbean - UK vessels,1,1596
Brazil steamboat,18,33204
Argentina vessels,,
 steamboat,13,42686
Chile vessels,,
Austrialia,,
Total vessel,2037,98319
total steamboat,8604,3506295
Total all together,10641,3604614
