Austria-Hungary,,
Austro-Illirian Litoral vessel,2216,45387
steamboat,421,27187
Hungarian Litoral vessel,191,9072
steamboat,114,31416
Dalmatia vessel,594,20925
steamboat,250,81079
total vessel,3001,75381
total steamboat,785,139682
Americas,,
Canada -UK vessel,,
USA vessels,87,56393
steamboat,1,1476
Other American UK,5,2188
Brazil vessels,28,5937
steamboat,,
Venezuela,1,159
Argentina steamboat,1,1126
Peru,1,338
Africa,,
Egypt vessels,1,487
steamboat,63,82234
Algeria vessels,10,2717
steamboat,,
Tripoli vessels,,
steamboat,,
Tunisia vessels,5,708
steamboat,,
West Africa,,
Asia,,
India – UK vessels,,
steamboat,53,78714
China steamboat,11,18427
Australia – UK steamboat,,
Europe1,,
Hamburg steamboat,,
Belgium vessels,5,842
steamboat,4,3146
Bulgaria ,1,175
Atlantic France vessels,,
steamboat,1,885
Mediterranean France,30,9803
steamboat,78,59310
Germany vessels,,
steamboat,,
UK vessels,33,13846
steamboat,132,152476
Gibraltar – UK vessels,,
steamboat,1,401
Malta – UK vessels,,
steamboat,2,563
Greece vessels,142,12495
steamboat,8,4756
Italy,,
Veneto vessels,747,27422
steamboat,297,111832
Romagna e Marche vessels,461,18117
steamboat,63,8669
Neaples vessels,273,12974
steamboat,50,16055
Sicily vessels,39,6342
steamboat,16,9408
Toscana vessels,1,149
steamboat,,
Sardegna vessels,3,532
steamboat,1,304
Europe 2,,
Montenegro vessels,1,72
steamboat,,
Low Countries vessels,,
steamboat,,
Portugal vessels,,
steamboat,1,517
Rumenia vessels,20,3615
steamboat,4,3496
Russia Black sea vessels,24,6634
steamboat,5,5041
Spain vessels,2,899
steamboat,,
Sweden and Norway vessels,6,1294
steamboat,5,2082
Turkey vessels,175,16347
steamboat,294,249600
,,
Total vessel,5102,275869
total steamboat,1876,950500
Total all together,6978,1226369
