,,
total general,10969,77913
total vessel,9925,465296
total steamboat,1044,313877
,,
Austria total,8761,439693
Austria vessel,7925,223647
Austria steamboat,836,215951
,,
Foreign total,2208,339480
Foreign vessels,2000,241634
foreign steamboat,208,97826
,,
Papal state vessels,505,26810
steamboat,1,400
Neaples vessels,413,22129
steamboat,,
Sicily vessels,77,12978
steamboat,,
Ionic Islands vessels,47,3716
steamboat,51,11849
greece vessels,114,9272
steamboat,,
toscana vessels,4,424
steamboat,,
sardegna,20,2657
Mediterranean France vessels,49,9154
steamboat,,
Atlantic France ,17,2814
Algeria,1,374
Spain vessels,6,1606
steamboat,5,2821
Uk – Malta vessels,8,300
steamboat,,
UK – Gibraltar,,
UK – vessels,135,40305
steamboat,29,20673
Low Countries vessels,32,4987
steamboat,5,1912
Belgium,15,4216
Hamburg,9,928
Prussia,5,998
Sweden and Norway,7,1209
Russia Black sea vessels,64,18506
steamboat,3,311
Turkey vessels,275,30198
steamboat,99,47479
Moldavia vessels,20,3055
steamboat,,
Valacchia vessels,80,13037
steamboat,,
Egypt vessels,22,6626
steamboat,17,12313
Tripoli,1,113
S. Domingo,7,1063
American Spain,8,2538
USA,25,12092
Venezuela,1,111
Brazil,28,5772
Peru,2,635
Asian UK,4,1405
Asian Low Countries ,1,409
Sumatra,1,400
