Austria-Hungary vessels,881,28765
steamboat,5396,783019
Belgium steamboat,7,10842
Bulgaria steamboat,,
Crete – Turkey vessels,17,3478
steamboat,4,5660
France vessels,2,296
steamboat,114,116453
Germany steamboat,25,30499
Gibraltar - UK vessels,,
steamboat,,
UK vessels,,
steamboat,88,143468
Greece vessels,64,12216
steamboat,80,77199
Italy vessels,1139,49972
steamboat,501,404418
Malta - UK vessels,,
steamboat,1,248
Montenegro vessels,,
steamboat,,
Low Countries steamboat,5,8926
Portugal steamboat,1,378
Rumenia  steamboat,55,99917
Russia Black sea steamboat,92,148320
Spain vessels,,
steamboat,54,48544
European Turkey vessels,36,1574
steamboat,156,186451
Asian Turkey vessels,7,1800
steamboat,119,123454
Aden UK – steamboat,,
India - UK steamboat,43,109474
China steamboat,,
Japan steamboat,12,45413
Egypt vessels,,
steamboat,67,141886
Tripoli vessels,4,773
steamboat,,
Tunisia vessels,,
steamboat,,
Algeria steamboat,1,1929
Morocco steamboat,20,14082
South Africa – UK steamboat,12,32160
Canarias – Spain vessels,,
USA vessels,,
steamboat,91,326554
Mexico steamboat,12,17951
Caribbean – France vessels,,
Caribbean - UK vessels,,
Brazil steamboat,11,18665
Uruguay vessels,1,1382
Argentina vessels,6,10853
steamboat,,
Chile vessels,1,1829
Total vessel,2152,102085
total steamboat,6973,2906713
Total all together,9125,3008798
