Austria-Hungary,,
Austro-Illirian Litoral vessel,1347,31897
steamboat,4194,215096
Hungarian Litoral vessel,68,3508
steamboat,126,46983
Dalmatia vessel,248,10596
steamboat,684,208346
total vessel,1663,46001
total steamboat,5004,470425
Africa,,
Egypt vessels,2,497
steamboat,67,132413
Algeria vessels,10,3252
steamboat,1,1041
Tripoli vessels,,
Tunisia vessels,1,94
steamboat,,
Morocco steamboat,,
Western Africa steamboat,,
Americas,,
USA vessels,14,9244
steamboat,35,57084
Cuba – American Spain – vessels,,
Jamaica - UK vessels,6,2619
Trinidad - UK vessels,2,740
Brazil steamboat,18,26002
Argentina vessels,3,2202
Chile vessels,,
Asia,,
India - UK steamboat,28,57824
Siam - UK vessels,,
Japan steamboat,13,32497
Europe1,,
Hamburg vessels,,
steamboat,18,18264
Belgium steamboat,8,10871
Bulgaria steamboat,,
Atlantic France steamboat,4,3726
Mediterranean France,6,1772
steamboat,119,108398
Germany steamboat,1,165
UK vessels,1,310
steamboat,185,240203
Gibraltar - UK steamboat,,
Malta - UK vessels,,
steamboat,14,6272
Greece vessels,49,5017
steamboat,37,26160
Italy,,
Veneto vessels,611,18932
steamboat,289,165195
Romagna e Marche vessels,444,13521
steamboat,86,13458
Neaples vessels,122,6054
steamboat,159,49619
Sicily vessels,68,10392
steamboat,165,80820
Toscana steamboat,,
Liguria and Sardegna vessels,2,242
steamboat,13,13340
Europe 2,,
Montenegro vessels,,
steamboat,,
Low Countries vessels,,
steamboat,1,1149
Portugal vessels,,
Rumenia  steamboat,53,57627
Russia Black sea vessels,,
steamboat,75,98579
Spain vessels,,
steamboat,7,8132
Sweden and Norway vessels,,
Turkey vessels,42,8970
steamboat,146,180761
,,
Total vessel,3046,121859
total steamboat,6546,1809525
Total all together,9592,1934384
