Austria vessels,7015,187234
steamboat,650,116832
Papal state vessels,695,38037
steamboat,1,422
Neaples ,395,24594
Sicily vessels,92,22538
steamboat,,
Ionic Islands vessels,92,6081
steamboat,52,11820
greece vessels,222,26796
steamboat,,
toscana vessels,9,1767
steamboat,,
sardegna vessels,18,2858
steamboat,,
Mediterranean France vessels,170,42200
steamboat,,
Atlantic France vessels,50,14148
steamboat,1,350
Algeria,10,3693
Spain,13,3080
Portugal,1,310
Uk – Malta vessels,75,12713
steamboat,,
UK – Gibraltar ,,
UK – vessels,88,23607
steamboat,51,46281
Low Countries vessels,21,3547
steamboat,8,3104
Belgium,17,
Hamburg,,2240
Bemen,1,74
Prussia,2,336
Denmark,,
Sweden and Norway,2,323
Russia Baltic sea ,8,1356
Russia Black sea ,11,3299
steamboat,1,550
Turkey vessels,239,26542
steamboat,122,54783
Moldavia vessels,2,320
steamboat,,
Valacchia vessels,2,341
steamboat,,
Egypt vessels,58,18062
steamboat,36,24387
Tunisia,3,602
American Spain,3,1525
USA,4,2191
Brazil,32,8637
,,
total vessels,,
total steamboat,9361,482428
,922,258329
total general,,
,10283,740952
