Austria vessels,7298,213904
steamboat,652,117982
Papal state vessels,593,35402
steamboat,1,422
Neaples vessels,411,26429
steamboat,,
Sicily vessels,101,17598
steamboat,,
Ionic Islands vessels,27,2326
steamboat,52,11002
greece vessels,108,11905
steamboat,,
toscana vessels,11,2305
steamboat,,
sardegna vessels,44,10501
steamboat,,
Mediterranean France vessels,71,10207
steamboat,,
Atlantic France ,7,1547
Algeria,3,905
Spain,12,1806
Uk – Malta vessels,6,985
steamboat,,
UK – Gibraltar – vessels,1,158
steamboat,,
UK – vessels,136,63735
steamboat,55,51379
Low Countries vessels,42,7760
steamboat,9,3504
Belgium,18,3795
Hamburg,6,596
Prussia,3,538
Sweden and Norway,4,589
Russia Black sea ,41,9913
Turkey vessels,236,22583
steamboat,120,54686
Moldavia vessels,21,3396
steamboat,,
Valacchia vessels,101,15842
steamboat,,
Egypt vessels,23,4676
steamboat,35,23877
S. Domingo,12,1825
American Spain,8,2237
USA,11,3021
Venezuela,3,559
Brazil,35,8810
Asian UK,1,462
,,
total vessels,9454,472348
total steamboat,924,263312
,,
total general,10378,733800
