Austria vessels,7197,211087
steamboat,435,95198
Papal state vessels,585,42955
steamboat,46,7523
Neaples vessels,454,27863
steamboat,,
Sicily vessels,136,19741
steamboat,,
Ionic Islands vessels,21,3369
steamboat,53,11195
greece vessels,154,11090
steamboat,,
toscana vessels,15,2812
steamboat,,
sardegna vessels,14,3212
steamboat,,
Mediterranean France vessels,36,8833
steamboat,,
Atlantic France vessels,3,635
steamboat,1,895
Spain,6,1415
Portugal,1,231
Uk – Malta _vessels,5,731
steamboat,1,928
UK – Gibraltar,,
UK – vessels,122,42146
steamboat,52,45989
Low Countries vessels,23,3610
steamboat,6,2418
Belgium,17,2823
Hamburg ,9,1164
Hannover,1,108
Prussia,1,108
Sweden and Norway,6,867
Russia Black sea vessels,55,17867
steamboat,,
Turkey vessels,186,15884
steamboat,161,61492
Moldavia vessels,55,14165
steamboat,,
Valacchia vessels,77,17024
steamboat,1,319
Egypt vessels,21,6508
steamboat,113,74868
Tripoli,1,103
Tunis,17,983
African UK,1,502
S. Domingo,7,1297
American Spain,6,1603
USA,10,3814
Mexico,1,139
Venezuela,5,786
Brazil,28,5641
Peru,2,764
Asian UK,1,297
,,
total vessels,9279,472171
total steamboat,869,300825
total general,10148,772996
