Austria-Hungary vessels,585,30977
steamboat,7305,1384613
Belgium steamboat,4,8915
Bulgaria steamboat,,
Crete – Turkey vessels,3,758
steamboat,8,5342
France vessels,1,878
steamboat,78,78501
Germany steamboat,38,58089
Gibraltar - UK steamboat,,
UK steamboat,90,169723
Greece vessels,44,10546
steamboat,25,41300
Italy vessels,1153,50126
steamboat,787,536539
Malta - UK vessels,,
steamboat,1,2026
Montenegro vessels,2,58
steamboat,2,41
Low Countries steamboat,15,25108
Portugal steamboat,2,2899
Rumenia  steamboat,45,102801
Russia Black sea steamboat,106,193318
Spain vessels,3,1602
steamboat,55,52650
European Turkey vessels,57,2963
steamboat,207,255376
Asian Turkey vessels,2,306
steamboat,128,180322
Cyprus vessels,,
India - UK steamboat,46,125369
Asian Portugal steamboat,1,2322
Japan steamboat,12,47826
Egypt vessels,,
steamboat,63,145785
Tripoli vessels,2,443
steamboat,4,1870
Tunisia steamboat,2,2417
Algeria steamboat,8,17256
Morocco steamboat,12,10997
South Africa – UK steamboat,,
Canarias – Spain steamboat,1,1949
USA vessels,,
steamboat,97,404988
Mexico steamboat,,
Caribbean – France vessels,,
steamboat,,
Caribbean - UK vessels,,
Brazil steamboat,18,34204
Argentina vessels,,
 steamboat,13,39746
Chile vessels,,
Austrialia,,
Total vessel,1852,98657
total steamboat,9173,3932287
Total all together,11025,4030944
