Austria vessels,3942,137931
steamboat,995,92454
Veneto vessels,637,25359
steamboat,280,90662
Romagna e Marche,297,16294
steamboat,67,14329
Neaples vessels,402,18519
steamboat,2,2165
Sicily vessels,108,17686
steamboat,,
toscana vessels,1,183
steamboat,,
sardegna vessels,8,1777
steamboat,,
Ionic Islands vessels,10,927
steamboat,,
greece vessels,235,19124
steamboat,1,262
Mediterranean France vessels,39,9488
steamboat,36,15516
Atlantic France vessels,1,142
Algeria,4,944
Spain – vessels,4,971
Portugal steamboat,,
Uk – Malta _vessels,5,517
steamboat,2,1205
Uk _ Gibraltar vessels,1,184
steamboat,,
UK – vessels,204,69106
steamboat,123,120158
Low Countries vessels,1,254
steamboat,5,2365
Belgium vessels,28,7770
steamboat,2,1482
Hamburg  vessels,3,304
Prussia,1,180
Sweden and Norway,5,683
Russia Baltic sea,1,120
Russia Black sea vessels,46,13751
steamboat,1,1612
Turkey vessels,276,24685
steamboat,210,125030
Moldavia vessels,30,6389
steamboat,,
Valacchia vessels,20,4580
steamboat,,
Egypt vessels,9,2434
steamboat,55,70180
Tunisia,2,297
S. Domingo,1,122
American Spain,1,466
USA,54,22011
Argentina,1,181
Venezuela,0.1,120
Brazil,39,8206
Asian UK steamboat,14,13260
,,
total vessels,6417,412005
total steamboat,1798,550680
total general,8210,962685
