Austria-Hungary,,
Austro-Illirian Litoral vessel,3045,59346
steamboat,365,25145
Hungarian Litoral vessel,147,5498
steamboat,117,29872
Dalmatia vessel,950,37403
steamboat,115,59459
total vessel,4142,102241
total steamboat,597,113976
Americas,,
USA vessels,52,34951
steamboat,2,3140
Brazil vessels,43,8963
steamboat,,
American Denmark vessels,,
Argentina steamboat,,
Africa,,
Egypt vessels,16,6016
steamboat,59,72641
Algeria vessels,10,4518
steamboat,,
Tripoli vessels,2,1488
Tunisia vessels,1,167
steamboat,,
African UK vessel,1,290
African Portugal steamboat,,
Asia ,,
India – UK steamboat,16,23256
China steamboat,,
Australia – UK steamboat,,
Europe1,,
Hamburg steamboat,,
Belgium steamboat,6,5096
Bulgaria ,,
Atlantic France vessels,60,26723
steamboat,1,307
Mediterranean France vessels,98,31194
steamboat,73,56549
UK vessels,,
steamboat,119,127843
Gibraltar – UK vessels,,
Malta – UK vessels,14,2751
steamboat,,
Greece vessels,171,28795
steamboat,7,5223
Italy,,
Veneto vessels,555,11292
steamboat,248,839738
Romagna e Marche vessels,492,17124
steamboat,54,7449
Neaples vessels,279,13788
steamboat,35,10015
Sicily vessels,122,26800
steamboat,9,4386
Toscana vessels,,
Sardegna vessels,16,4871
steamboat,,
Europe 2,,
Montenegro vessels,,
steamboat,,
Low Countries vessels,1,155
steamboat,6,3921
Portugal vessels,,
steamboat,,
Rumenia vessels,1,579
steamboat,8,3176
Russia Baltic sea,3,496
Russia Black sea vessels,3,780
steamboat,11,10261
Spain vessels,1,193
steamboat,2,1667
Sweden and Norway vessels,1,844
steamboat,1,610
Turkey vessels,199,19291
steamboat,295,232781
,,
Total vessel,6278,343305
total steamboat,1549,766575
Total all together,7827,1109880
