"year","boat","volume","type","country","new_loc","port","lon","lat"
1882,"747",27422,"vessel","veneto",30,"Venezia",12.315515,45.440847
1882,"297",111832,"steamboat","veneto",30,"Venezia",12.315515,45.440847
1882,"461",18117,"vessel","romagna e marche",30,"Ancona",13.5170982,43.6170137
1882,"63",8669,"steamboat","romagna e marche",30,"Ancona",13.5170982,43.6170137
1882,"273",12974,"vessel","neaples",30,"Neaples",14.268124,40.851775
1882,"50",16055,"steamboat","neaples",30,"Neaples",14.268124,40.851775
1882,"39",6342,"vessel","sicily",30,"Palermo",13.3534422,38.11127
1882,"16",9408,"steamboat","sicily",30,"Palermo",13.3534422,38.11127
1882,"1",149,"vessel","toscana",30,"Livorno",10.3160295,43.5426309
1882,"3",532,"vessel","sardegna",30,"Cagliari",9.1128513,39.2169525
1882,"1",304,"steamboat","sardegna",30,"Cagliari",9.1128513,39.2169525
1882,"1",72,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1882,"1",517,"steamboat","portugal",45,"Lisbon",-9.1365069,38.7077926
1882,"20",3615,"vessel","rumenia",46,"Costantza",28.634814,44.159801
1882,"4",3496,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1882,"24",6634,"vessel","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1882,"5",5041,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1882,"2",899,"vessel","spain",52,"Barcelona",2.1771353,41.3825596
1882,"6",1294,"vessel","sweden and norway",53,"Göteborg",11.97456,57.70887
1882,"5",2082,"steamboat","sweden and norway",53,"Göteborg",11.97456,57.70887
1882,"175",16347,"vessel","turkey",57,"Izmir",27.144474,38.4153421
1882,"294",249600,"steamboat","turkey",57,"Izmir",27.144474,38.4153421
1880,"2333",51348,"vessel","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1880,"885",21520,"steamboat","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1880,"222",10005,"vessel","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1880,"114",80754,"steamboat","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1880,"799",30147,"vessel","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1880,"176",58794,"steamboat","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1880,"85",55306,"vessel","usa",60,"New York",-73.9865811,40.7305991
1880,"1",1084,"steamboat","usa",60,"New York",-73.9865811,40.7305991
1880,"7",3207,"vessel","other american uk",31,"Kingston",-76.7928127,17.9712148
1880,"21",4036,"vessel","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1880,"7",2501,"vessel","egypt",20,"Alexandria",29.8943785,31.1990035
1880,"52",69253,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1880,"8",2000,"vessel","algeria",2,"Algiers",3.05762,36.699729
1880,"4",258,"vessel","tunisia",56,"Tunis",10.19274,37.837495
1880,"29",35906,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1880,"8",1306,"vessel","belgium",8,"Ostend",2.928656,51.21543
1880,"1",1018,"steamboat","belgium",8,"Ostend",2.928656,51.21543
1880,"40",18186,"vessel","mediterranean france",22,"Marseille",5.3699525,43.2961743
1880,"72",58979,"steamboat","mediterranean france",22,"Marseille",5.3699525,43.2961743
1880,"76",29764,"vessel","uk",58,"London",-0.1276473,51.5073219
1880,"121",129328,"steamboat","uk",58,"London",-0.1276473,51.5073219
1880,"1",588,"vessel","gibraltar uk",24,"Gibraltar",-5.353585,36.140751
1880,"3",750,"vessel","malta uk",35,"La Valletta",14.514553,35.898908
1880,"2",1792,"steamboat","malta uk",35,"La Valletta",14.514553,35.898908
1880,"178",16175,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1880,"20",14405,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1880,"864",35108,"vessel","veneto",30,"Venezia",12.315515,45.440847
1880,"270",98135,"steamboat","veneto",30,"Venezia",12.315515,45.440847
1880,"472",20277,"vessel","romagna e marche",30,"Ancona",13.5170982,43.6170137
1880,"56",8606,"steamboat","romagna e marche",30,"Ancona",13.5170982,43.6170137
1880,"229",11728,"vessel","neaples",30,"Neaples",14.268124,40.851775
1880,"28",8263,"steamboat","neaples",30,"Neaples",14.268124,40.851775
1880,"25",4585,"vessel","sicily",30,"Palermo",13.3534422,38.11127
1880,"4",2503,"steamboat","sicily",30,"Palermo",13.3534422,38.11127
1880,"2",1172,"vessel","toscana",30,"Livorno",10.3160295,43.5426309
1880,"2",413,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1880,"3",482,"steamboat","montenegro",38,"Port of Bar",19.083959,42.087462
1880,"1",234,"vessel","low countries",41,"Rotterdam",4.488623269,51.92779805
1880,"19",4080,"vessel","rumenia",46,"Costantza",28.634814,44.159801
1880,"16",11716,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1880,"22",8060,"vessel","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1880,"9",8405,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1880,"1",326,"vessel","spain",52,"Barcelona",2.1771353,41.3825596
1880,"10",1727,"vessel","sweden and norway",53,"Göteborg",11.97456,57.70887
1880,"2",781,"steamboat","sweden and norway",53,"Göteborg",11.97456,57.70887
1880,"111",18248,"vessel","turkey",57,"Izmir",27.144474,38.4153421
1880,"297",280015,"steamboat","turkey",57,"Izmir",27.144474,38.4153421
1898,"1088",26298,"vessel","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1898,"8424",192699,"steamboat","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1898,"76",3435,"vessel","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1898,"127",59874,"steamboat","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1898,"256",12057,"vessel","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1898,"649",191514,"steamboat","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1898,"2",667,"vessel","egypt",20,"Alexandria",29.8943785,31.1990035
1898,"67",141921,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1898,"6",2477,"vessel","algeria",2,"Algiers",3.05762,36.699729
1898,"3",3514,"steamboat","algeria",2,"Algiers",3.05762,36.699729
1898,"1",807,"steamboat","western africa",49,"Dakar",-17.366029,14.764504
1898,"10",6825,"vessel","usa",60,"New York",-73.9865811,40.7305991
1898,"60",104622,"steamboat","usa",60,"New York",-73.9865811,40.7305991
1898,"1",467,"vessel","cuba american spain",16,"Havana",-82.366596,23.113593
1898,"2",733,"vessel","jamaica uk",31,"Kingston",-76.7928127,17.9712148
1898,"1",357,"vessel","trinidad uk",55,"Port of Spain",-61.501926,10.654901
1898,"17",24742,"steamboat","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1898,"3",1514,"vessel","argentina",4,"Buenos Aires",-58.4460878,-34.6143904
1898,"2",1977,"vessel","chile",14,"Valparaiso",-71.6198031,-33.0462474
1898,"30",63227,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1898,"12",33055,"steamboat","japan",32,"Tokyo",139.691706,35.689488
1898,"1",686,"vessel","hamburg",23,"Hamburg",10.000654,53.5503414
1898,"23",24658,"steamboat","hamburg",23,"Hamburg",10.000654,53.5503414
1898,"3",4178,"steamboat","belgium",8,"Ostend",2.928656,51.21543
1898,"1",1033,"steamboat","bulgaria",11,"Varna",27.9017131,43.2166104
1898,"5",4549,"steamboat","atlantic france",22,"Le Havre",0.1079732,49.4938975
1898,"7",2719,"vessel","mediterranean france",22,"Marseille",5.3699525,43.2961743
1898,"129",119995,"steamboat","mediterranean france",22,"Marseille",5.3699525,43.2961743
1898,"1",155,"steamboat","germany",23,"Hamburg",10.000654,53.5503414
1898,"1",352,"vessel","uk",58,"London",-0.1276473,51.5073219
1898,"195",256180,"steamboat","uk",58,"London",-0.1276473,51.5073219
1898,"7",3773,"steamboat","malta uk",35,"La Valletta",14.514553,35.898908
1898,"66",8707,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1898,"28",29094,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1898,"597",18929,"vessel","veneto",30,"Venezia",12.315515,45.440847
1898,"259",149538,"steamboat","veneto",30,"Venezia",12.315515,45.440847
1898,"486",15126,"vessel","romagna e marche",30,"Ancona",13.5170982,43.6170137
1898,"89",17032,"steamboat","romagna e marche",30,"Ancona",13.5170982,43.6170137
1898,"119",5346,"vessel","neaples",30,"Neaples",14.268124,40.851775
1898,"188",58062,"steamboat","neaples",30,"Neaples",14.268124,40.851775
1898,"61",9002,"vessel","sicily",30,"Palermo",13.3534422,38.11127
1898,"157",70126,"steamboat","sicily",30,"Palermo",13.3534422,38.11127
1898,"2",2318,"steamboat","toscana",30,"Livorno",10.3160295,43.5426309
1898,"1",111,"vessel","liguria and sardegna",30,"Genoa",8.946256,44.40565
1898,"6",9818,"steamboat","liguria and sardegna",30,"Genoa",8.946256,44.40565
1898,"4",120,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1898,"1",391,"steamboat","montenegro",38,"Port of Bar",19.083959,42.087462
1898,"6",9961,"steamboat","low countries",41,"Rotterdam",4.488623269,51.92779805
1898,"90",102752,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1898,"1",820,"vessel","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1898,"80",103354,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1898,"8",7642,"steamboat","spain",52,"Barcelona",2.1771353,41.3825596
1898,"74",6491,"vessel","turkey",57,"Izmir",27.144474,38.4153421
1898,"175",147812,"steamboat","turkey",57,"Izmir",27.144474,38.4153421
1886,"1837",34339,"vessel","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1886,"1580",85481,"steamboat","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1886,"148",9458,"vessel","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1886,"134",42734,"steamboat","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1886,"395",18038,"vessel","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1886,"226",50887,"steamboat","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1886,"35",17504,"vessel","usa",60,"New York",-73.9865811,40.7305991
1886,"5",2225,"vessel","jamaica uk",31,"Kingston",-76.7928127,17.9712148
1886,"1",408,"vessel","martinica france",36,"Port of Fort-de-France, Martinique",-61.06173136,14.6033306
1886,"3",885,"vessel","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1886,"20",20721,"steamboat","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1886,"56",68534,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1886,"11",3672,"vessel","algeria",2,"Algiers",3.05762,36.699729
1886,"3",540,"vessel","tunisia",56,"Tunis",10.19274,37.837495
1886,"1",397,"vessel","west africa",49,"Dakar",-17.366029,14.764504
1886,"31",50343,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1886,"19",88193,"steamboat","china",15,"Shanghai",121.473701,31.230416
1886,"18",12535,"steamboat","hamburg",23,"Hamburg",10.000654,53.5503414
1886,"1",1390,"steamboat","belgium",8,"Ostend",2.928656,51.21543
1886,"2",389,"vessel","atlantic france",22,"Le Havre",0.1079732,49.4938975
1886,"4",3321,"steamboat","atlantic france",22,"Le Havre",0.1079732,49.4938975
1886,"6",2622,"vessel","mediterranean france",22,"Marseille",5.3699525,43.2961743
1886,"71",51810,"steamboat","mediterranean france",22,"Marseille",5.3699525,43.2961743
1886,"2",2219,"steamboat","germany",23,"Hamburg",10.000654,53.5503414
1886,"12",4416,"vessel","uk",58,"London",-0.1276473,51.5073219
1886,"136",157656,"steamboat","uk",58,"London",-0.1276473,51.5073219
1886,"1",147,"vessel","malta uk",35,"La Valletta",14.514553,35.898908
1886,"10",3596,"steamboat","malta uk",35,"La Valletta",14.514553,35.898908
1886,"134",13166,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1886,"17",13079,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1886,"390",14042,"vessel","veneto",30,"Venezia",12.315515,45.440847
1886,"113",62155,"steamboat","veneto",30,"Venezia",12.315515,45.440847
1886,"450",21893,"vessel","romagna e marche",30,"Ancona",13.5170982,43.6170137
1886,"38",9118,"steamboat","romagna e marche",30,"Ancona",13.5170982,43.6170137
1886,"295",26119,"vessel","neaples",30,"Neaples",14.268124,40.851775
1886,"13",6444,"steamboat","neaples",30,"Neaples",14.268124,40.851775
1886,"72",15147,"vessel","sicily",30,"Palermo",13.3534422,38.11127
1886,"43",17796,"steamboat","sicily",30,"Palermo",13.3534422,38.11127
1886,"5",1921,"vessel","sardegna",30,"Cagliari",9.1128513,39.2169525
1886,"15",12966,"steamboat","sardegna",30,"Cagliari",9.1128513,39.2169525
1886,"8",302,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1886,"1",423,"steamboat","montenegro",38,"Port of Bar",19.083959,42.087462
1886,"3",1816,"vessel","rumenia",46,"Costantza",28.634814,44.159801
1886,"1",742,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1886,"14",7658,"vessel","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1886,"8",7121,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1886,"1",669,"steamboat","spain",52,"Barcelona",2.1771353,41.3825596
1886,"1",151,"vessel","sweden and norway",53,"Göteborg",11.97456,57.70887
1886,"7",2545,"steamboat","sweden and norway",53,"Göteborg",11.97456,57.70887
1886,"138",15769,"vessel","turkey",57,"Izmir",27.144474,38.4153421
1886,"271",216769,"steamboat","turkey",57,"Izmir",27.144474,38.4153421
1902,"1006",33068,"vessel","austria hungary",6,"Other Austro-Hungarian ports",13.776819,46.649526
1902,"5994",639528,"steamboat","austria hungary",6,"Other Austro-Hungarian ports",13.776819,46.649526
1902,"5",5980,"steamboat","belgium",8,"Ostend",2.928656,51.21543
1902,"5",5669,"steamboat","bulgaria",11,"Varna",27.9017131,43.2166104
1902,"13",1767,"vessel","crete turkey",57," Herakleio",25.144213,35.338735
1902,"2",2922,"steamboat","crete turkey",57," Herakleio",25.144213,35.338735
1902,"4",1399,"vessel","france",22,"Marseille",5.3699525,43.2961743
1902,"125",111767,"steamboat","france",22,"Marseille",5.3699525,43.2961743
1902,"25",29286,"steamboat","germany",23,"Hamburg",10.000654,53.5503414
1902,"181",294459,"steamboat","uk",58,"London",-0.1276473,51.5073219
1902,"32",5802,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1902,"81",63698,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1902,"1591",54999,"vessel","italy",30,"Ancona",13.5170982,43.6170137
1902,"677",404414,"steamboat","italy",30,"Ancona",13.5170982,43.6170137
1902,"3",732,"steamboat","malta uk",35,"La Valletta",14.514553,35.898908
1902,"12",324,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1902,"2",4180,"steamboat","low countries",41,"Rotterdam",4.488623269,51.92779805
1902,"47",63368,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1902,"59",83515,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1902,"27",24743,"steamboat","spain",52,"Barcelona",2.1771353,41.3825596
1902,"41",2273,"vessel","european turkey",57,"Istambul",28.9651646,41.0096334
1902,"85",53991,"steamboat","european turkey",57,"Istambul",28.9651646,41.0096334
1902,"3",488,"vessel","asian turkey",57,"Izmir",27.144474,38.4153421
1902,"145",149073,"steamboat","asian turkey",57,"Izmir",27.144474,38.4153421
1902,"47",113805,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1902,"13",43823,"steamboat","japan",32,"Tokyo",139.691706,35.689488
1902,"80",164544,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1902,"1",30,"vessel","tripoli",33,"Tripoli",13.191338,32.887209
1902,"6",2045,"vessel","algeria",2,"Algiers",3.05762,36.699729
1902,"13",7333,"steamboat","algeria",2,"Algiers",3.05762,36.699729
1902,"13",9235,"steamboat","morocco",39,"Casablanca",-7.6188008,33.5949733
1902,"1",1734,"steamboat","south africa uk",51,"Cape Town",18.424055,-33.924868
1902,"1",743,"steamboat","western africa uk",50,"Freetown",-13.231722,8.465676
1902,"5",3716,"vessel","usa",60,"New York",-73.9865811,40.7305991
1902,"47",84393,"steamboat","usa",60,"New York",-73.9865811,40.7305991
1902,"4",1958,"vessel","caribbean uk",31,"Kingston, Jamaica",-76.7928127,17.9712148
1902,"16",26792,"steamboat","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1902,"1",550,"vessel","argentina",4,"Buenos Aires",-58.4460878,-34.6143904
1902,"1",1382,"steamboat","chile",14,"Valparaiso",-71.6198031,-33.0462474
1879,"2974",61555,"vessel","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1879,"362",21561,"steamboat","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1879,"213",9592,"vessel","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1879,"116",28048,"steamboat","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1879,"818",30516,"vessel","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1879,"107",60223,"steamboat","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1879,"112",66496,"vessel","usa",60,"New York",-73.9865811,40.7305991
1879,"1",434,"vessel","s domingo",19,"Santo Domingo",-69.883565,18.526127
1879,"33",6952,"vessel","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1879,"2",672,"vessel","egypt",20,"Alexandria",29.8943785,31.1990035
1879,"52",65509,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1879,"7",2277,"vessel","algeria",2,"Algiers",3.05762,36.699729
1879,"2",624,"vessel","tunisia",56,"Tunis",10.19274,37.837495
1879,"2",516,"vessel","india uk",27,"Calcutta ",88.363895,22.572646
1879,"21",29174,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1879,"8",1087,"vessel","belgium",8,"Ostend",2.928656,51.21543
1879,"1",142,"vessel","atlantic france",22,"Le Havre",0.1079732,49.4938975
1879,"22",6537,"vessel","mediterranean france",22,"Marseille",5.3699525,43.2961743
1879,"79",58970,"steamboat","mediterranean france",22,"Marseille",5.3699525,43.2961743
1879,"1",165,"vessel","germany",23,"Hamburg",10.000654,53.5503414
1879,"77",30758,"vessel","uk",58,"London",-0.1276473,51.5073219
1879,"121",129510,"steamboat","uk",58,"London",-0.1276473,51.5073219
1879,"2",212,"vessel","malta uk",35,"La Valletta",14.514553,35.898908
1879,"152",14367,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1879,"3",1394,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1879,"914",45098,"vessel","italy",30,"Ancona",13.5170982,43.6170137
1879,"267",96118,"steamboat","veneto",30,"Venezia",12.315515,45.440847
1879,"452",19043,"vessel","romagna e marche",30,"Ancona",13.5170982,43.6170137
1879,"53",6519,"steamboat","romagna e marche",30,"Ancona",13.5170982,43.6170137
1879,"228",9670,"vessel","neaples",30,"Neaples",14.268124,40.851775
1879,"31",8622,"steamboat","neaples",30,"Neaples",14.268124,40.851775
1879,"24",3034,"vessel","sicily",30,"Palermo",13.3534422,38.11127
1879,"8",4942,"steamboat","sicily",30,"Palermo",13.3534422,38.11127
1879,"1",833,"steamboat","toscana",30,"Livorno",10.3160295,43.5426309
1879,"5",1893,"steamboat","sardegna",30,"Cagliari",9.1128513,39.2169525
1879,"1",689,"vessel","europe 2",44,"",NA,NA
1879,"22",5500,"vessel","rumenia",46,"Costantza",28.634814,44.159801
1879,"13",7819,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1879,"29",9847,"vessel","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1879,"33",31479,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1879,"4",1471,"vessel","spain",52,"Barcelona",2.1771353,41.3825596
1879,"13",2139,"vessel","sweden and norway",53,"Göteborg",11.97456,57.70887
1879,"3",1003,"steamboat","sweden and norway",53,"Göteborg",11.97456,57.70887
1879,"170",14373,"vessel","turkey",57,"Izmir",27.144474,38.4153421
1879,"265",201147,"steamboat","turkey",57,"Izmir",27.144474,38.4153421
1889,"2191",40001,"vessel","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1889,"2412",133590,"steamboat","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
1889,"158",6977,"vessel","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1889,"82",36865,"steamboat","hungarian litoral",6,"Other Austro-Hungarian ports",13.776818,45.649526
1889,"324",12920,"vessel","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1889,"267",72335,"steamboat","dalmatia",6,"Other Austro-Hungarian ports",13.776818,45.649526
1889,"1",591,"vessel","canada uk",12,"Quebec City, Canada",-71.2349113,46.8257374
1889,"10",5800,"vessel","usa",60,"New York",-73.9865811,40.7305991
1889,"3",5715,"steamboat","usa",60,"New York",-73.9865811,40.7305991
1889,"4",1948,"vessel","jamaica uk",31,"Kingston",-76.7928127,17.9712148
1889,"3",511,"vessel","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1889,"20",28348,"steamboat","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1889,"56",767440,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1889,"11",4294,"vessel","algeria",2,"Algiers",3.05762,36.699729
1889,"1",197,"steamboat","algeria",2,"Algiers",3.05762,36.699729
1889,"2",176,"vessel","tunisia",56,"Tunis",10.19274,37.837495
1889,"1",245,"steamboat","tunisia",56,"Tunis",10.19274,37.837495
1889,"1",1092,"steamboat","aden uk",1,"Aden",45.018655,12.785497
1889,"33",61015,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1889,"1",640,"vessel","siam uk",54,"Bangkok",100.501765,13.756331
1889,"8",15163,"steamboat","china",15,"Shanghai",121.473701,31.230416
1889,"2",2777,"steamboat","japan",32,"Tokyo",139.691706,35.689488
1889,"16",11678,"steamboat","hamburg",23,"Hamburg",10.000654,53.5503414
1889,"1",1781,"steamboat","belgium",8,"Ostend",2.928656,51.21543
1889,"4",3019,"steamboat","atlantic france",22,"Le Havre",0.1079732,49.4938975
1889,"4",754,"vessel","mediterranean france",22,"Marseille",5.3699525,43.2961743
1889,"59",54581,"steamboat","mediterranean france",22,"Marseille",5.3699525,43.2961743
1889,"3",661,"vessel","uk",58,"London",-0.1276473,51.5073219
1889,"145",179453,"steamboat","uk",58,"London",-0.1276473,51.5073219
1889,"1",1249,"steamboat","gibraltar uk",24,"Gibraltar",-5.353585,36.140751
1889,"24",9019,"steamboat","malta uk",35,"La Valletta",14.514553,35.898908
1889,"152",20474,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1889,"116",59738,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1889,"406",12680,"vessel","veneto",30,"Venezia",12.315515,45.440847
1889,"289",178188,"steamboat","veneto",30,"Venezia",12.315515,45.440847
1889,"432",17603,"vessel","romagna e marche",30,"Ancona",13.5170982,43.6170137
1889,"60",15491,"steamboat","romagna e marche",30,"Ancona",13.5170982,43.6170137
1889,"324",26639,"vessel","neaples",30,"Neaples",14.268124,40.851775
1889,"72",18686,"steamboat","neaples",30,"Neaples",14.268124,40.851775
1889,"53",11443,"vessel","sicily",30,"Palermo",13.3534422,38.11127
1889,"50",16569,"steamboat","sicily",30,"Palermo",13.3534422,38.11127
1889,"1",337,"steamboat","toscana",30,"Livorno",10.3160295,43.5426309
1889,"3",914,"vessel","liguria and sardegna",30,"Genoa",8.946256,44.40565
1889,"9",11531,"steamboat","liguria and sardegna",30,"Genoa",8.946256,44.40565
1889,"1",82,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1889,"1",964,"steamboat","low countries",41,"Rotterdam",4.488623269,51.92779805
1889,"64",624628,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1889,"1",567,"steamboat","spain",52,"Barcelona",2.1771353,41.3825596
1889,"4",1569,"steamboat","sweden and norway",53,"Göteborg",11.97456,57.70887
1889,"116",8774,"vessel","turkey",57,"Izmir",27.144474,38.4153421
1889,"216",213599,"steamboat","turkey",57,"Izmir",27.144474,38.4153421
1908,"788",35310,"vessel","austria hungary",6,"Other Austro-Hungarian ports",13.776819,46.649526
1908,"6817",983549,"steamboat","austria hungary",6,"Other Austro-Hungarian ports",13.776819,46.649526
1908,"4",7152,"steamboat","belgium",8,"Ostend",2.928656,51.21543
1908,"2",444,"vessel","crete turkey",57," Herakleio",25.144213,35.338735
1908,"6",2538,"steamboat","crete turkey",57," Herakleio",25.144213,35.338735
1908,"6",2042,"vessel","france",22,"Marseille",5.3699525,43.2961743
1908,"64",54436,"steamboat","france",22,"Marseille",5.3699525,43.2961743
1908,"34",50169,"steamboat","germany",23,"Hamburg",10.000654,53.5503414
1908,"264",534753,"steamboat","uk",58,"London",-0.1276473,51.5073219
1908,"35",7973,"vessel","greece",25,"Thessaloniki",22.9352716,40.6403167
1908,"27",34715,"steamboat","greece",25,"Thessaloniki",22.9352716,40.6403167
1908,"1230",48085,"vessel","italy",30,"Ancona",13.5170982,43.6170137
1908,"625",386557,"steamboat","italy",30,"Ancona",13.5170982,43.6170137
1908,"2",1242,"steamboat","malta uk",35,"La Valletta",14.514553,35.898908
1908,"4",364,"vessel","montenegro",38,"Port of Bar",19.083959,42.087462
1908,"1",29,"steamboat","montenegro",38,"Port of Bar",19.083959,42.087462
1908,"61",9252,"steamboat","low countries",41,"Rotterdam",4.488623269,51.92779805
1908,"1",378,"steamboat","portugal",45,"Lisbon",-9.1365069,38.7077926
1908,"53",111694,"steamboat","rumenia",46,"Costantza",28.634814,44.159801
1908,"73",109779,"steamboat","russia black sea",48,"Novorossiysk",37.7690711,44.7239578
1908,"66",69675,"steamboat","spain",52,"Barcelona",2.1771353,41.3825596
1908,"30",1868,"vessel","european turkey",57,"Istambul",28.9651646,41.0096334
1908,"126",75196,"steamboat","european turkey",57,"Istambul",28.9651646,41.0096334
1908,"3",437,"vessel","asian turkey",57,"Izmir",27.144474,38.4153421
1908,"130",176750,"steamboat","asian turkey",57,"Izmir",27.144474,38.4153421
1908,"53",145981,"steamboat","india uk",27,"Calcutta ",88.363895,22.572646
1908,"3",8475,"steamboat","philippines",43,"Manila",120.98422,14.599512
1908,"14",52746,"steamboat","japan",32,"Tokyo",139.691706,35.689488
1908,"1",758,"vessel","egypt",20,"Alexandria",29.8943785,31.1990035
1908,"60",141674,"steamboat","egypt",20,"Alexandria",29.8943785,31.1990035
1908,"13",12144,"steamboat","tunisia",56,"Tunis",10.19274,37.837495
1908,"1",227,"vessel","algeria",2,"Algiers",3.05762,36.699729
1908,"17",22534,"steamboat","algeria",2,"Algiers",3.05762,36.699729
1908,"10",7794,"steamboat","morocco",39,"Casablanca",-7.6188008,33.5949733
1908,"2",2595,"steamboat","western africa france",49,"Dakar",-17.366029,14.764504
1908,"114",426249,"steamboat","usa",60,"New York",-73.9865811,40.7305991
1908,"1",878,"vessel","caribbean uk",31,"Kingston, Jamaica",-76.7928127,17.9712148
1908,"18",34080,"steamboat","brazil",10,"Rio de Janeiro",-43.2093726,-22.9110136
1908,"14",46379,"steamboat","argentina",4,"Buenos Aires",-58.4460878,-34.6143904
1888,"2157",39603,"vessel","austro illirian litoral",6,"Other Austro-Hungarian ports",13.776819,46.649526
