"X","year","boat","volume","type","country","port","long","lat","distance"
1611,1886,"84",58540,"steamboat","veneto","",45.6476663,11.8665254,0
1612,1886,"515",19655,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
1613,1886,"40",7705,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
1614,1886,"321",27299,"vessel","neaples",NA,NA,NA,NA
1615,1886,"14",4582,"steamboat","neaples",NA,NA,NA,NA
1616,1886,"147",35098,"vessel","sicily","Palermo",38.11127,13.3534422,753
1617,1886,"36",14633,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1618,1886,"",NA,"vessel","toscana","Livorno",43.5426309,10.3160295,1047
1619,1886,"11",8960,"vessel","sardegna","Cagliari",39.2169525,9.1128513,947
1620,1886,"58",52236,"steamboat","sardegna","Cagliari",39.2169525,9.1128513,947
1621,1886,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
1622,1886,"7",227,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
1623,1886,"8",2142,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
1624,1886,"1",338,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
1625,1886,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1626,1886,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1627,1886,"14",8865,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1628,1886,"10",9892,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1629,1886,"2",917,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
1630,1886,"4",3257,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
1631,1886,"151",13122,"vessel","turkey","Izmir",38.4153421,27.144474,1007
1632,1886,"286",230086,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1633,1886,"",NA,"vessel","",NA,NA,NA,NA
1637,1887,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
1638,1887,"2281",38912,"vessel","austro-illirian litoral",NA,NA,NA,NA
1639,1887,"1966",112122,"steamboat","austro-illirian litoral",NA,NA,NA,NA
1640,1887,"64",3504,"vessel","hungarian litoral",NA,NA,NA,NA
1641,1887,"132",42517,"steamboat","hungarian litoral",NA,NA,NA,NA
1642,1887,"412",15358,"vessel","dalmatia","",40.6542515,-76.9024751,0
1643,1887,"816",78597,"steamboat","dalmatia","",40.6542515,-76.9024751,0
1646,1887,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
1647,1887,"1",452,"vessel","usa","New York",40.7305991,-73.9865811,4854
1648,1887,"26",89584,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1649,1887,"6",1587,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1650,1887,"8",8506,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1651,1887,"",NA,"vessel","st. thomas – uk",NA,NA,NA,NA
1652,1887,"",NA,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
1653,1887,"1",1378,"steamboat","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
1654,1887,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
1655,1887,"9",3971,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1656,1887,"78",98511,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1657,1887,"1",778,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1658,1887,"13",4514,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
1659,1887,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1660,1887,"",NA,"vessel","tripoli","",32.77325405,13.4141472054,916
1661,1887,"14",8556,"steamboat","tripoli","",32.77325405,13.4141472054,916
1662,1887,"2",348,"vessel","tunisia","",33.8439408,9.400138,930
1663,1887,"5",1227,"steamboat","tunisia","",33.8439408,9.400138,930
1664,1887,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
1665,1887,"7",6618,"steamboat","asia","",56.0000002,103.9999998,NA
1666,1887,"23",38817,"steamboat","asia","",56.0000002,103.9999998,NA
1667,1887,"12",25936,"steamboat","asia","",56.0000002,103.9999998,NA
1668,1887,"",NA,"vessel","europe1",NA,NA,NA,NA
1669,1887,"13",9070,"steamboat","europe1",NA,NA,NA,NA
1670,1887,"4",4097,"steamboat","europe1",NA,NA,NA,NA
1671,1887,"",NA,"steamboat","europe1",NA,NA,NA,NA
1672,1887,"1",356,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
1673,1887,"42",34443,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
1674,1887,"37",12508,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
1675,1887,"6",3192,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1676,1887,"",NA,"vessel","uk","London",51.5073219,-0.1276473,2968
1677,1887,"109",129312,"steamboat","uk","London",51.5073219,-0.1276473,2968
1678,1887,"",NA,"vessel","gibraltar – uk","",51.791921,-0.90223,1664
1679,1887,"2",641,"steamboat","gibraltar – uk","",51.791921,-0.90223,1664
1680,1887,"7",1828,"vessel","malta – uk","",51.8246673,-0.3402597,730
1681,1887,"1",927,"steamboat","malta – uk","",51.8246673,-0.3402597,730
1682,1887,"177",24368,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
1683,1887,"14",9600,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
1684,1887,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
1685,1887,"246",5619,"vessel","veneto","",45.6476663,11.8665254,0
1686,1887,"328",117941,"steamboat","veneto","",45.6476663,11.8665254,0
1687,1887,"505",19179,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
1688,1887,"59",11513,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
1689,1887,"357",33178,"vessel","neaples",NA,NA,NA,NA
1690,1887,"35",11141,"steamboat","neaples",NA,NA,NA,NA
1691,1887,"157",33043,"vessel","sicily","Palermo",38.11127,13.3534422,753
1692,1887,"24",10986,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1693,1887,"",NA,"vessel","toscana","Livorno",43.5426309,10.3160295,1047
1694,1887,"19",5128,"vessel","sardegna","Cagliari",39.2169525,9.1128513,947
1695,1887,"77",67544,"steamboat","sardegna","Cagliari",39.2169525,9.1128513,947
1696,1887,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
1697,1887,"3",99,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
1698,1887,"",NA,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
1699,1887,"",NA,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
1700,1887,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1701,1887,"4",4440,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1702,1887,"2",966,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1703,1887,"38",40817,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1704,1887,"2",735,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
1705,1887,"4",3304,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
1706,1887,"149",18028,"vessel","turkey","Izmir",38.4153421,27.144474,1007
1707,1887,"329",264783,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1708,1887,"",NA,"vessel","",NA,NA,NA,NA
1712,1888,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
1713,1888,"2176",35989,"vessel","austro-illirian litoral",NA,NA,NA,NA
1714,1888,"1832",111425,"steamboat","austro-illirian litoral",NA,NA,NA,NA
1715,1888,"68",4145,"vessel","hungarian litoral",NA,NA,NA,NA
1716,1888,"118",38216,"steamboat","hungarian litoral",NA,NA,NA,NA
1717,1888,"367",13484,"vessel","dalmatia","",40.6542515,-76.9024751,0
1718,1888,"309",84237,"steamboat","dalmatia","",40.6542515,-76.9024751,0
1721,1888,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
1722,1888,"1",1286,"vessel","usa","New York",40.7305991,-73.9865811,4854
1723,1888,"22",41649,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1724,1888,"2",561,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1725,1888,"9",11413,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1726,1888,"",NA,"vessel","st. thomas – uk",NA,NA,NA,NA
1727,1888,"1",478,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
1728,1888,"",NA,"steamboat","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
1729,1888,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
1730,1888,"6",2757,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1731,1888,"64",84683,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1732,1888,"2",3035,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1733,1888,"8",3348,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
1734,1888,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1735,1888,"",NA,"vessel","tripoli","",32.77325405,13.4141472054,916
1736,1888,"17",4571,"steamboat","tripoli","",32.77325405,13.4141472054,916
1737,1888,"4",535,"vessel","tunisia","",33.8439408,9.400138,930
1738,1888,"9",2768,"steamboat","tunisia","",33.8439408,9.400138,930
1739,1888,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
1740,1888,"1",1108,"steamboat","asia","",56.0000002,103.9999998,NA
1741,1888,"13",26718,"steamboat","asia","",56.0000002,103.9999998,NA
1742,1888,"11",22766,"steamboat","asia","",56.0000002,103.9999998,NA
1743,1888,"",NA,"vessel","europe1",NA,NA,NA,NA
1744,1888,"10",6866,"steamboat","europe1",NA,NA,NA,NA
1745,1888,"1",646,"steamboat","europe1",NA,NA,NA,NA
1746,1888,"",NA,"steamboat","europe1",NA,NA,NA,NA
1747,1888,"1",724,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
1748,1888,"42",40435,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
1749,1888,"24",10041,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
1750,1888,"9",4813,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1751,1888,"",NA,"vessel","uk","London",51.5073219,-0.1276473,2968
1752,1888,"98",124248,"steamboat","uk","London",51.5073219,-0.1276473,2968
1753,1888,"",NA,"vessel","gibraltar – uk","",51.791921,-0.90223,1664
1754,1888,"2",573,"steamboat","gibraltar – uk","",51.791921,-0.90223,1664
1755,1888,"4",615,"vessel","malta – uk","",51.8246673,-0.3402597,730
1756,1888,"6",2489,"steamboat","malta – uk","",51.8246673,-0.3402597,730
1757,1888,"131",16095,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
1758,1888,"59",29674,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
1759,1888,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
1760,1888,"255",6627,"vessel","veneto","",45.6476663,11.8665254,0
1761,1888,"812",138688,"steamboat","veneto","",45.6476663,11.8665254,0
1762,1888,"478",17265,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
1763,1888,"62",13666,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
1764,1888,"375",33781,"vessel","neaples",NA,NA,NA,NA
1765,1888,"81",10811,"steamboat","neaples",NA,NA,NA,NA
1766,1888,"144",25592,"vessel","sicily","Palermo",38.11127,13.3534422,753
1767,1888,"87",17894,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1768,1888,"",NA,"vessel","toscana","Livorno",43.5426309,10.3160295,1047
1769,1888,"27",5472,"vessel","sardegna","Cagliari",39.2169525,9.1128513,947
1770,1888,"54",49856,"steamboat","sardegna","Cagliari",39.2169525,9.1128513,947
1771,1888,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
1772,1888,"3",98,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
1773,1888,"",NA,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
1774,1888,"",NA,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
1775,1888,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1776,1888,"2",2005,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1777,1888,"",NA,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1778,1888,"57",55657,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1779,1888,"",NA,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
1780,1888,"8",2078,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
1781,1888,"188",11856,"vessel","turkey","Izmir",38.4153421,27.144474,1007
1782,1888,"286",248226,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1783,1888,"",NA,"vessel","",NA,NA,NA,NA
1787,1889,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
1788,1889,"2157",35811,"vessel","austro-illirian litoral",NA,NA,NA,NA
1789,1889,"2883",123278,"steamboat","austro-illirian litoral",NA,NA,NA,NA
1790,1889,"76",5165,"vessel","hungarian litoral",NA,NA,NA,NA
1791,1889,"84",38277,"steamboat","hungarian litoral",NA,NA,NA,NA
1792,1889,"378",14027,"vessel","dalmatia","",40.6542515,-76.9024751,0
1793,1889,"264",71795,"steamboat","dalmatia","",40.6542515,-76.9024751,0
1796,1889,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
1797,1889,"",NA,"vessel","canada uk","Quebec City, Canada",46.8257374,-71.2349113,4689
1798,1889,"",NA,"vessel","usa","New York",40.7305991,-73.9865811,4854
1799,1889,"19",38588,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1800,1889,"",NA,"vessel","barbados – uk",NA,NA,NA,NA
1801,1889,"",NA,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1802,1889,"11",15652,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1803,1889,"2",1999,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1804,1889,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
1805,1889,"3",667,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1806,1889,"57",78414,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1807,1889,"",NA,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1808,1889,"5",2522,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
1809,1889,"2",2062,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1810,1889,"17",5351,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1811,1889,"3",1817,"vessel","tunisia","",33.8439408,9.400138,930
1812,1889,"15",6522,"steamboat","tunisia","",33.8439408,9.400138,930
1813,1889,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
1814,1889,"14",30735,"steamboat","asia","",56.0000002,103.9999998,NA
1815,1889,"9",17073,"steamboat","asia","",56.0000002,103.9999998,NA
1816,1889,"",NA,"steamboat","asia","",56.0000002,103.9999998,NA
1817,1889,"",NA,"vessel","australia",NA,NA,NA,NA
1818,1889,"",NA,"vessel","europe1",NA,NA,NA,NA
1819,1889,"14",10168,"steamboat","europe1",NA,NA,NA,NA
1820,1889,"2",1428,"steamboat","europe1",NA,NA,NA,NA
1821,1889,"",NA,"steamboat","europe1",NA,NA,NA,NA
1822,1889,"1",595,"steamboat","europe1",NA,NA,NA,NA
1823,1889,"",NA,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
1824,1889,"30",27810,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
1825,1889,"17",7879,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
1826,1889,"10",4897,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1827,1889,"106",137137,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1828,1889,"",NA,"vessel","gibraltar – uk","",51.791921,-0.90223,1664
1829,1889,"1",51,"steamboat","gibraltar – uk","",51.791921,-0.90223,1664
1830,1889,"3",262,"vessel","malta – uk","",51.8246673,-0.3402597,730
1831,1889,"11",4286,"steamboat","malta – uk","",51.8246673,-0.3402597,730
1832,1889,"",NA,"vessel","cyprus uk","Famagusta",35.1176638,33.9402361,1317
1833,1889,"122",13416,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
1834,1889,"124",62979,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
1835,1889,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
1836,1889,"270",5555,"vessel","veneto","",45.6476663,11.8665254,0
1837,1889,"282",174471,"steamboat","veneto","",45.6476663,11.8665254,0
1838,1889,"476",16726,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
1839,1889,"60",15232,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
1840,1889,"401",33620,"vessel","neaples",NA,NA,NA,NA
1841,1889,"76",19019,"steamboat","neaples",NA,NA,NA,NA
1842,1889,"134",23544,"vessel","sicily","Palermo",38.11127,13.3534422,753
1843,1889,"23",7316,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1844,1889,"",NA,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1845,1889,"87",7093,"vessel","liguria and sardegna","",43.9479221,8.1407133,1118
1846,1889,"55",54082,"steamboat","liguria and sardegna","",43.9479221,8.1407133,1118
1847,1889,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
1848,1889,"4",119,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
1849,1889,"1",245,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
1850,1889,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1851,1889,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1852,1889,"",NA,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1853,1889,"88",85281,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1854,1889,"",NA,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
1855,1889,"3",2045,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
1856,1889,"110",8348,"vessel","turkey","Izmir",38.4153421,27.144474,1007
1857,1889,"202",232355,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1858,1889,"",NA,"vessel","",NA,NA,NA,NA
1862,1890,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
1863,1890,"2481",42149,"vessel","austro-illirian litoral",NA,NA,NA,NA
1864,1890,"1815",103708,"steamboat","austro-illirian litoral",NA,NA,NA,NA
1865,1890,"85",4262,"vessel","hungarian litoral",NA,NA,NA,NA
1866,1890,"109",40131,"steamboat","hungarian litoral",NA,NA,NA,NA
1867,1890,"316",12338,"vessel","dalmatia","",40.6542515,-76.9024751,0
1868,1890,"349",90681,"steamboat","dalmatia","",40.6542515,-76.9024751,0
1871,1890,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
1872,1890,"",NA,"vessel","canada uk","Quebec City, Canada",46.8257374,-71.2349113,4689
1873,1890,"1",651,"vessel","usa","New York",40.7305991,-73.9865811,4854
1874,1890,"19",43849,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1875,1890,"",NA,"vessel","barbados – uk",NA,NA,NA,NA
1876,1890,"1",198,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1877,1890,"11",15296,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1878,1890,"",NA,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1879,1890,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
1880,1890,"7",2525,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1881,1890,"56",83698,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1882,1890,"1",714,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1883,1890,"8",2321,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
1884,1890,"1",916,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1885,1890,"15",7232,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1886,1890,"5",1228,"vessel","tunisia","",33.8439408,9.400138,930
1887,1890,"7",1818,"steamboat","tunisia","",33.8439408,9.400138,930
1888,1890,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
1889,1890,"17",38069,"steamboat","asia","",56.0000002,103.9999998,NA
1890,1890,"7",13785,"steamboat","asia","",56.0000002,103.9999998,NA
1891,1890,"",NA,"steamboat","asia","",56.0000002,103.9999998,NA
1892,1890,"1",632,"vessel","australia",NA,NA,NA,NA
1893,1890,"",NA,"vessel","europe1",NA,NA,NA,NA
1894,1890,"15",13506,"steamboat","europe1",NA,NA,NA,NA
1895,1890,"",NA,"steamboat","europe1",NA,NA,NA,NA
1896,1890,"",NA,"steamboat","europe1",NA,NA,NA,NA
1897,1890,"",NA,"steamboat","europe1",NA,NA,NA,NA
1898,1890,"3",1954,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
1899,1890,"30",27490,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
1900,1890,"7",3127,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
1901,1890,"6",3325,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1902,1890,"98",119957,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1903,1890,"",NA,"vessel","gibraltar – uk","",51.791921,-0.90223,1664
1904,1890,"1",289,"steamboat","gibraltar – uk","",51.791921,-0.90223,1664
1905,1890,"4",385,"vessel","malta – uk","",51.8246673,-0.3402597,730
1906,1890,"5",1934,"steamboat","malta – uk","",51.8246673,-0.3402597,730
1907,1890,"3",799,"vessel","cyprus uk","Famagusta",35.1176638,33.9402361,1317
1908,1890,"100",12981,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
1909,1890,"73",39110,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
1910,1890,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
1911,1890,"217",4452,"vessel","veneto","",45.6476663,11.8665254,0
1912,1890,"275",171379,"steamboat","veneto","",45.6476663,11.8665254,0
1913,1890,"483",16758,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
1914,1890,"59",9790,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
1915,1890,"863",29875,"vessel","neaples",NA,NA,NA,NA
1916,1890,"102",24917,"steamboat","neaples",NA,NA,NA,NA
1917,1890,"144",23417,"vessel","sicily","Palermo",38.11127,13.3534422,753
1918,1890,"59",21389,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1919,1890,"",NA,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1920,1890,"20",6202,"vessel","liguria and sardegna","",43.9479221,8.1407133,1118
1921,1890,"53",58853,"steamboat","liguria and sardegna","",43.9479221,8.1407133,1118
1922,1890,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
1923,1890,"1",34,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
1924,1890,"",NA,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
1925,1890,"1",788,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1926,1890,"4",4174,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1927,1890,"",NA,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1928,1890,"80",82114,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1929,1890,"1",148,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
1930,1890,"1",1305,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
1931,1890,"104",8089,"vessel","turkey","Izmir",38.4153421,27.144474,1007
1932,1890,"282",NA,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1933,1890,"",NA,"vessel","",NA,NA,NA,NA
1937,1891,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
1938,1891,"25371",45181,"vessel","austro-illirian litoral",NA,NA,NA,NA
1939,1891,"1811",108378,"steamboat","austro-illirian litoral",NA,NA,NA,NA
1940,1891,"75",4968,"vessel","hungarian litoral",NA,NA,NA,NA
1941,1891,"131",58716,"steamboat","hungarian litoral",NA,NA,NA,NA
1942,1891,"268",9909,"vessel","dalmatia","",40.6542515,-76.9024751,0
1943,1891,"332",90287,"steamboat","dalmatia","",40.6542515,-76.9024751,0
1946,1891,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
1947,1891,"",NA,"vessel","canada uk","Quebec City, Canada",46.8257374,-71.2349113,4689
1948,1891,"",NA,"vessel","usa","New York",40.7305991,-73.9865811,4854
1949,1891,"19",41627,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1950,1891,"",NA,"vessel","barbados – uk",NA,NA,NA,NA
1951,1891,"",NA,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1952,1891,"12",14917,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1953,1891,"",NA,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1954,1891,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
1955,1891,"12",5835,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1956,1891,"58",86925,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1957,1891,"",NA,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1958,1891,"7",2253,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
1959,1891,"1",318,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1960,1891,"15",6485,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1961,1891,"4",340,"vessel","tunisia","",33.8439408,9.400138,930
1962,1891,"8",2177,"steamboat","tunisia","",33.8439408,9.400138,930
1963,1891,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
1964,1891,"14",32554,"steamboat","asia","",56.0000002,103.9999998,NA
1965,1891,"8",15338,"steamboat","asia","",56.0000002,103.9999998,NA
1966,1891,"",NA,"steamboat","asia","",56.0000002,103.9999998,NA
1967,1891,"",NA,"vessel","australia",NA,NA,NA,NA
1968,1891,"",NA,"vessel","europe1",NA,NA,NA,NA
1969,1891,"15",14809,"steamboat","europe1",NA,NA,NA,NA
1970,1891,"",NA,"steamboat","europe1",NA,NA,NA,NA
1971,1891,"",NA,"steamboat","europe1",NA,NA,NA,NA
1972,1891,"",NA,"steamboat","europe1",NA,NA,NA,NA
1973,1891,"1",326,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
1974,1891,"40",39509,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
1975,1891,"14",5720,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
1976,1891,"9",5182,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1977,1891,"97",115361,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1978,1891,"",NA,"vessel","gibraltar – uk","",51.791921,-0.90223,1664
1979,1891,"",NA,"steamboat","gibraltar – uk","",51.791921,-0.90223,1664
1980,1891,"2",235,"vessel","malta – uk","",51.8246673,-0.3402597,730
1981,1891,"1",462,"steamboat","malta – uk","",51.8246673,-0.3402597,730
1982,1891,"2",209,"vessel","cyprus uk","Famagusta",35.1176638,33.9402361,1317
1983,1891,"111",14640,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
1984,1891,"69",38640,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
1985,1891,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
