"X","year","boat","volume","type","country","port","long","lat","distance"
713,1872,"1",618,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
714,1872,"12",1520,"vessel","uk – malta","",51.8246673,-0.3402597,730
715,1872,"5",2958,"steamboat","uk – malta","",51.8246673,-0.3402597,730
716,1872,"2",438,"vessel","uk – gibraltar –","",51.791921,-0.90223,1664
717,1872,"",NA,"steamboat","uk – gibraltar –","",51.791921,-0.90223,1664
718,1872,"21",6305,"vessel","uk –","London",51.5073219,-0.1276473,2968
719,1872,"83",90076,"steamboat","uk –","London",51.5073219,-0.1276473,2968
720,1872,"11",2557,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
721,1872,"5",2642,"steamboat","low countries","Rotterdam",51.92779805,4.48862326926,3009
722,1872,"1",320,"vessel","belgium","Ostend",50.1160632,8.72011225465,2933
723,1872,"6",737,"vessel","hamburg","",53.5503414,10.000654,3262
724,1872,"1",96,"vessel","denmark","Copenhagen",55.6867243,12.5700724,3560
725,1872,"1",211,"vessel","sweden and norway",NA,NA,NA,NA
726,1872,"4",687,"vessel","russia baltic sea ","St Petersburg",27.7703796,-82.6695084,4251
727,1872,"8",3066,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
728,1872,"9",7796,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
729,1872,"267",31512,"vessel","turkey","Izmir",38.4153421,27.144474,1007
730,1872,"235",139742,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
731,1872,"4",2978,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
732,1872,"22",5207,"vessel","valacchia",NA,NA,NA,NA
733,1872,"",NA,"steamboat","valacchia",NA,NA,NA,NA
734,1872,"46",15581,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
735,1872,"54",64396,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
736,1872,"1",427,"vessel","tunisia","",33.8439408,9.400138,930
737,1872,"1",77,"vessel","tripoli","",32.77325405,13.4141472054,916
738,1872,"14",6185,"vessel","usa","New York",40.7305991,-73.9865811,4854
739,1872,"6",7403,"steamboat","usa","New York",40.7305991,-73.9865811,4854
740,1872,"63",12300,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
741,1872,"12",11838,"vessel","asian uk","Calcutta, India",22.5677459,88.3476023,5985
742,1872,"",NA,"vessel","",NA,NA,NA,NA
746,1873,"4440",111895,"vessel","austria","",47.2000338,13.199959,0
747,1873,"749",90646,"steamboat","austria","",47.2000338,13.199959,0
748,1873,"464",13525,"vessel","veneto","",45.6476663,11.8665254,0
749,1873,"202",68763,"steamboat","veneto","",45.6476663,11.8665254,0
750,1873,"305",14538,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
751,1873,"43",8572,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
752,1873,"472",23741,"vessel","neaples",NA,NA,NA,NA
753,1873,"2",1194,"steamboat","neaples",NA,NA,NA,NA
754,1873,"149",31208,"vessel","sicily","Palermo",38.11127,13.3534422,753
755,1873,"",NA,"steamboat","sicily","Palermo",38.11127,13.3534422,753
756,1873,"",NA,"steamboat","sicily","Palermo",38.11127,13.3534422,753
757,1873,"24",6917,"vessel","sardegna","Cagliari",39.2169525,9.1128513,947
758,1873,"",NA,"steamboat","sardegna","Cagliari",39.2169525,9.1128513,947
759,1873,"30",2294,"vessel","ionic islands",NA,NA,NA,NA
760,1873,"1",21,"steamboat","ionic islands",NA,NA,NA,NA
761,1873,"219",27850,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
762,1873,"9",5328,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
763,1873,"113",35423,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
764,1873,"35",17845,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
765,1873,"59",24824,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
766,1873,"23",7308,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
767,1873,"1",846,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
768,1873,"11",2170,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
769,1873,"3",2068,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
770,1873,"2",450,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
771,1873,"1",595,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
772,1873,"17",1505,"vessel","uk – malta","",51.8246673,-0.3402597,730
773,1873,"1",260,"vessel","uk – gibraltar –","",51.791921,-0.90223,1664
774,1873,"",NA,"steamboat","uk – gibraltar –","",51.791921,-0.90223,1664
775,1873,"24",8774,"vessel","uk –","London",51.5073219,-0.1276473,2968
776,1873,"81",90405,"steamboat","uk –","London",51.5073219,-0.1276473,2968
777,1873,"5",1079,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
778,1873,"3",1935,"steamboat","low countries","Rotterdam",51.92779805,4.48862326926,3009
779,1873,"5",1839,"vessel","belgium","Ostend",50.1160632,8.72011225465,2933
780,1873,"1",956,"steamboat","belgium","Ostend",50.1160632,8.72011225465,2933
781,1873,"1",80,"vessel","hamburg","",53.5503414,10.000654,3262
782,1873,"1",211,"vessel","sweden and norway",NA,NA,NA,NA
783,1873,"2",607,"vessel","russia baltic sea ","St Petersburg",27.7703796,-82.6695084,4251
784,1873,"11",3026,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
785,1873,"7",5789,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
786,1873,"252",26109,"vessel","turkey","Izmir",38.4153421,27.144474,1007
787,1873,"231",142483,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
788,1873,"1",346,"vessel","moldavia","",47.286747,28.5110236,1400
789,1873,"7",5788,"steamboat","moldavia","",47.286747,28.5110236,1400
790,1873,"18",3829,"vessel","valacchia",NA,NA,NA,NA
791,1873,"1",566,"steamboat","valacchia",NA,NA,NA,NA
792,1873,"53",16839,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
793,1873,"55",65773,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
794,1873,"2",182,"vessel","tripoli","",32.77325405,13.4141472054,916
795,1873,"1",59,"vessel","tunisia","",33.8439408,9.400138,930
796,1873,"11",4428,"vessel","usa","New York",40.7305991,-73.9865811,4854
797,1873,"5",4627,"steamboat","usa","New York",40.7305991,-73.9865811,4854
798,1873,"64",12470,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
799,1873,"12",11716,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
800,1873,"",NA,"vessel","",NA,NA,NA,NA
804,1874,"4527",118828,"vessel","austria","",47.2000338,13.199959,0
805,1874,"591",75388,"steamboat","austria","",47.2000338,13.199959,0
806,1874,"1444",79720,"vessel","italy","Ancona",43.6170137,13.5170982,130
807,1874,"303",97741,"steamboat","italy","Ancona",43.6170137,13.5170982,130
808,1874,"256",29479,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
809,1874,"52",34102,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
810,1874,"153",43203,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
811,1874,"53",26186,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
812,1874,"108",42418,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
813,1874,"7",6122,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
814,1874,"12",3859,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
815,1874,"1",449,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
816,1874,"1",667,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
817,1874,"2",488,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
818,1874,"17",2078,"vessel","uk – malta","",51.8246673,-0.3402597,730
819,1874,"3",2811,"steamboat","uk – malta","",51.8246673,-0.3402597,730
820,1874,"",NA,"steamboat","uk – malta","",51.8246673,-0.3402597,730
821,1874,"9",2697,"vessel","uk –","London",51.5073219,-0.1276473,2968
822,1874,"79",84841,"steamboat","uk –","London",51.5073219,-0.1276473,2968
823,1874,"3",609,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
824,1874,"4",571,"vessel","hamburg","",53.5503414,10.000654,3262
825,1874,"2",253,"vessel","sweden and norway",NA,NA,NA,NA
826,1874,"2",314,"vessel","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
827,1874,"",NA,"steamboat","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
828,1874,"3",852,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
829,1874,"7",7738,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
830,1874,"203",19731,"vessel","turkey","Izmir",38.4153421,27.144474,1007
831,1874,"246",153686,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
832,1874,"2",546,"vessel","moldavia","",47.286747,28.5110236,1400
833,1874,"",NA,"steamboat","moldavia","",47.286747,28.5110236,1400
834,1874,"1",253,"vessel","valacchia",NA,NA,NA,NA
835,1874,"",NA,"steamboat","valacchia",NA,NA,NA,NA
836,1874,"29",10354,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
837,1874,"55",66469,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
838,1874,"3",873,"vessel","tunisia","",33.8439408,9.400138,930
839,1874,"20",8719,"vessel","usa","New York",40.7305991,-73.9865811,4854
840,1874,"10",10070,"steamboat","usa","New York",40.7305991,-73.9865811,4854
841,1874,"61",11625,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
842,1874,"1",654,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
843,1874,"17",18860,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
844,1874,"",NA,"vessel","",NA,NA,NA,NA
845,1874,"",NA,"vessel","",NA,NA,NA,NA
849,1875,"4492",116087,"vessel","austria","",47.2000338,13.199959,0
850,1875,"632",81959,"steamboat","austria","",47.2000338,13.199959,0
851,1875,"1279",66349,"vessel","italy","Ancona",43.6170137,13.5170982,130
852,1875,"340",110753,"steamboat","italy","Ancona",43.6170137,13.5170982,130
853,1875,"254",31030,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
854,1875,"57",36250,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
855,1875,"152",43939,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
856,1875,"62",20104,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
857,1875,"109",53815,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
858,1875,"13",4552,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
859,1875,"1",119,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
860,1875,"",NA,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
861,1875,"",NA,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
862,1875,"15",2377,"vessel","uk – malta","",51.8246673,-0.3402597,730
863,1875,"1",859,"steamboat","uk – malta","",51.8246673,-0.3402597,730
864,1875,"5",3592,"steamboat","uk – malta","",51.8246673,-0.3402597,730
865,1875,"8",3278,"vessel","uk –","London",51.5073219,-0.1276473,2968
866,1875,"127",126677,"steamboat","uk –","London",51.5073219,-0.1276473,2968
867,1875,"7",1233,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
868,1875,"4",832,"vessel","hamburg","",53.5503414,10.000654,3262
869,1875,"",NA,"vessel","denmark","Copenhagen",55.6867243,12.5700724,3560
870,1875,"1",139,"vessel","sweden and norway",NA,NA,NA,NA
871,1875,"6",781,"vessel","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
872,1875,"6",1457,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
873,1875,"3",2852,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
874,1875,"226",20561,"vessel","turkey","Izmir",38.4153421,27.144474,1007
875,1875,"229",147543,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
876,1875,"4",4171,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
877,1875,"2",423,"vessel","valacchia",NA,NA,NA,NA
878,1875,"1",990,"steamboat","valacchia",NA,NA,NA,NA
879,1875,"17",7091,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
880,1875,"56",67384,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
881,1875,"4",489,"vessel","tunisia","",33.8439408,9.400138,930
882,1875,"10",4718,"vessel","usa","New York",40.7305991,-73.9865811,4854
883,1875,"8",9232,"steamboat","usa","New York",40.7305991,-73.9865811,4854
884,1875,"54",11191,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
885,1875,"16",18478,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
886,1875,"",NA,"vessel","",NA,NA,NA,NA
887,1875,"",NA,"vessel","",NA,NA,NA,NA
891,1876,"4314",108669,"vessel","austria","",47.2000338,13.199959,0
892,1876,"614",91176,"steamboat","austria","",47.2000338,13.199959,0
893,1876,"1253",66217,"vessel","italy","Ancona",43.6170137,13.5170982,130
894,1876,"344",110264,"steamboat","italy","Ancona",43.6170137,13.5170982,130
895,1876,"232",28880,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
896,1876,"46",31068,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
897,1876,"107",32182,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
898,1876,"55",37297,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
899,1876,"84",37374,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
900,1876,"1",909,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
901,1876,"14",5228,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
902,1876,"4",1213,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
903,1876,"20",2638,"vessel","uk – malta","",51.8246673,-0.3402597,730
904,1876,"",NA,"steamboat","uk – malta","",51.8246673,-0.3402597,730
905,1876,"7",2577,"vessel","uk –","London",51.5073219,-0.1276473,2968
906,1876,"108",113787,"steamboat","uk –","London",51.5073219,-0.1276473,2968
907,1876,"9",2141,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
908,1876,"3",436,"vessel","hamburg","",53.5503414,10.000654,3262
909,1876,"4",603,"vessel","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
910,1876,"2",386,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
911,1876,"5",5306,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
912,1876,"200",18930,"vessel","turkey","Izmir",38.4153421,27.144474,1007
913,1876,"236",156209,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
914,1876,"1",211,"vessel","moldavia","",47.286747,28.5110236,1400
915,1876,"7",7422,"steamboat","moldavia","",47.286747,28.5110236,1400
916,1876,"3",987,"vessel","valacchia",NA,NA,NA,NA
917,1876,"",NA,"steamboat","valacchia",NA,NA,NA,NA
918,1876,"2",963,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
919,1876,"59",74384,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
920,1876,"1",146,"vessel","tripoli","",32.77325405,13.4141472054,916
921,1876,"20",10568,"vessel","usa","New York",40.7305991,-73.9865811,4854
922,1876,"9",8651,"steamboat","usa","New York",40.7305991,-73.9865811,4854
923,1876,"50",9810,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
924,1876,"14",18362,"vessel","asian uk","Calcutta, India",22.5677459,88.3476023,5985
925,1876,"",NA,"vessel","",NA,NA,NA,NA
929,1877,"4478",110505,"vessel","austria","",47.2000338,13.199959,0
930,1877,"601",88053,"steamboat","austria","",47.2000338,13.199959,0
931,1877,"1632",81117,"vessel","italy","Ancona",43.6170137,13.5170982,130
932,1877,"364",112499,"steamboat","italy","Ancona",43.6170137,13.5170982,130
933,1877,"261",30143,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
934,1877,"31",21761,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
935,1877,"110",35902,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
936,1877,"47",27518,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
937,1877,"90",38102,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
938,1877,"3",2397,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
939,1877,"21",7604,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
940,1877,"1",1142,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
941,1877,"2",1385,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
942,1877,"1",251,"vessel","portugal ",NA,NA,NA,NA
943,1877,"18",2424,"vessel","uk – malta","",51.8246673,-0.3402597,730
944,1877,"1",556,"steamboat","uk – malta","",51.8246673,-0.3402597,730
945,1877,"1",331,"vessel","uk _ gibraltar","",51.791921,-0.90223,1664
946,1877,"",NA,"steamboat","uk _ gibraltar","",51.791921,-0.90223,1664
947,1877,"14",5355,"vessel","uk –","London",51.5073219,-0.1276473,2968
948,1877,"152",158060,"steamboat","uk –","London",51.5073219,-0.1276473,2968
949,1877,"4",747,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
950,1877,"2",1987,"steamboat","low countries","Rotterdam",51.92779805,4.48862326926,3009
951,1877,"2",450,"vessel","belgium","Ostend",50.1160632,8.72011225465,2933
952,1877,"9",6871,"steamboat","belgium","Ostend",50.1160632,8.72011225465,2933
953,1877,"2",222,"vessel","hamburg","",53.5503414,10.000654,3262
954,1877,"1",167,"vessel","denmark","Copenhagen",55.6867243,12.5700724,3560
955,1877,"",NA,"steamboat","denmark","Copenhagen",55.6867243,12.5700724,3560
956,1877,"1",200,"vessel","sweden and norway",NA,NA,NA,NA
957,1877,"2",900,"steamboat","sweden and norway",NA,NA,NA,NA
958,1877,"2",236,"vessel","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
959,1877,"",NA,"steamboat","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
960,1877,"1",167,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
961,1877,"1",795,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
962,1877,"205",14565,"vessel","turkey","Izmir",38.4153421,27.144474,1007
963,1877,"266",188384,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
964,1877,"3",2846,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
965,1877,"1",52,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
966,1877,"3",873,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
967,1877,"57",74381,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
968,1877,"5",747,"vessel","maghreb","",33.38367245,44.3733934304,1200
969,1877,"",NA,"steamboat","maghreb","",33.38367245,44.3733934304,1200
970,1877,"50",27448,"vessel","usa","New York",40.7305991,-73.9865811,4854
971,1877,"",NA,"steamboat","usa","New York",40.7305991,-73.9865811,4854
972,1877,"51",10849,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
973,1877,"",NA,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
974,1877,"15",19961,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
975,1877,"",NA,"vessel","",NA,NA,NA,NA
979,1878,"4771",111706,"vessel","austria","",47.2000338,13.199959,0
980,1878,"633",198081,"steamboat","austria","",47.2000338,13.199959,0
981,1878,"1345",63745,"vessel","italy","Ancona",43.6170137,13.5170982,130
982,1878,"336",99546,"steamboat","italy","Ancona",43.6170137,13.5170982,130
983,1878,"201",26174,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
984,1878,"17",10046,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
985,1878,"83",27335,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
986,1878,"67",46243,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
987,1878,"101",34791,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
988,1878,"2",941,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
989,1878,"18",7396,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
990,1878,"1",535,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
991,1878,"12",1929,"vessel","uk – malta","",51.8246673,-0.3402597,730
992,1878,"3",2504,"steamboat","uk – malta","",51.8246673,-0.3402597,730
993,1878,"",NA,"steamboat","uk – malta","",51.8246673,-0.3402597,730
994,1878,"4",1786,"vessel","uk –","London",51.5073219,-0.1276473,2968
995,1878,"122",127273,"steamboat","uk –","London",51.5073219,-0.1276473,2968
996,1878,"4",595,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
997,1878,"3",1880,"vessel","belgium","Ostend",50.1160632,8.72011225465,2933
998,1878,"1",109,"vessel","hamburg","",53.5503414,10.000654,3262
999,1878,"",NA,"vessel","denmark","Copenhagen",55.6867243,12.5700724,3560
1000,1878,"1",127,"vessel","sweden and norway",NA,NA,NA,NA
1001,1878,"1",440,"steamboat","sweden and norway",NA,NA,NA,NA
1002,1878,"",NA,"vessel","russia baltic sea","St Petersburg",27.7703796,-82.6695084,4251
1003,1878,"4",939,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1004,1878,"6",4049,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
1005,1878,"163",18117,"vessel","turkey","Izmir",38.4153421,27.144474,1007
1006,1878,"340",251868,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1007,1878,"2",2189,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1008,1878,"",NA,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
1009,1878,"8",4316,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1010,1878,"53",63905,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1011,1878,"5",1079,"vessel","maghreb","",33.38367245,44.3733934304,1200
1012,1878,"",NA,"steamboat","maghreb","",33.38367245,44.3733934304,1200
1013,1878,"16",25734,"vessel","usa","New York",40.7305991,-73.9865811,4854
1014,1878,"5",5836,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1015,1878,"1",906,"vessel","american denmark",NA,NA,NA,NA
1016,1878,"60",11551,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1017,1878,"13",17986,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1018,1878,"",NA,"vessel","",NA,NA,NA,NA
1019,1878,"",NA,"vessel","",NA,NA,NA,NA
1023,1879,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
1024,1879,"3045",59346,"vessel","austro-illirian litoral",NA,NA,NA,NA
1025,1879,"365",25145,"steamboat","austro-illirian litoral",NA,NA,NA,NA
1026,1879,"147",5498,"vessel","hungarian litoral",NA,NA,NA,NA
1027,1879,"117",29872,"steamboat","hungarian litoral",NA,NA,NA,NA
1028,1879,"950",37403,"vessel","dalmatia","",40.6542515,-76.9024751,0
1029,1879,"115",59459,"steamboat","dalmatia","",40.6542515,-76.9024751,0
1032,1879,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
1033,1879,"52",34951,"vessel","usa","New York",40.7305991,-73.9865811,4854
1034,1879,"2",3140,"steamboat","usa","New York",40.7305991,-73.9865811,4854
1035,1879,"43",8963,"vessel","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1036,1879,"",NA,"steamboat","brazil","Rio de Janeiro",-22.9110136,-43.2093726,5838
1037,1879,"",NA,"vessel","american denmark",NA,NA,NA,NA
1038,1879,"",NA,"steamboat","american denmark",NA,NA,NA,NA
1039,1879,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
1040,1879,"16",6016,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
1041,1879,"59",72641,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
1042,1879,"10",4518,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
1043,1879,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
1044,1879,"2",1488,"vessel","tripoli","",32.77325405,13.4141472054,916
1045,1879,"1",167,"vessel","tunisia","",33.8439408,9.400138,930
1046,1879,"",NA,"steamboat","tunisia","",33.8439408,9.400138,930
1047,1879,"1",290,"vessel","african uk","South Africa",-28.8166235,24.991639,6700
1048,1879,"",NA,"steamboat","african uk","South Africa",-28.8166235,24.991639,6700
1049,1879,"",NA,"vessel","asia ",NA,NA,NA,NA
1050,1879,"16",23256,"steamboat","asia ",NA,NA,NA,NA
1051,1879,"",NA,"steamboat","asia ",NA,NA,NA,NA
1052,1879,"",NA,"steamboat","asia ",NA,NA,NA,NA
1053,1879,"",NA,"vessel","europe1",NA,NA,NA,NA
1054,1879,"",NA,"steamboat","europe1",NA,NA,NA,NA
1055,1879,"6",5096,"steamboat","europe1",NA,NA,NA,NA
1056,1879,"",NA,"vessel","bulgaria ","Varna",43.2166104,27.9017131,1301
1057,1879,"60",26723,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
1058,1879,"1",307,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
1059,1879,"98",31194,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
1060,1879,"73",56549,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
1061,1879,"",NA,"vessel","uk","London",51.5073219,-0.1276473,2968
1062,1879,"119",127843,"steamboat","uk","London",51.5073219,-0.1276473,2968
1063,1879,"",NA,"vessel","gibraltar – uk","",51.791921,-0.90223,1664
1064,1879,"14",2751,"vessel","malta – uk","",51.8246673,-0.3402597,730
1065,1879,"",NA,"steamboat","malta – uk","",51.8246673,-0.3402597,730
1066,1879,"171",28795,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
1067,1879,"7",5223,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
1068,1879,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
1069,1879,"555",11292,"vessel","veneto","",45.6476663,11.8665254,0
1070,1879,"248",839738,"steamboat","veneto","",45.6476663,11.8665254,0
1071,1879,"492",17124,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
1072,1879,"54",7449,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
1073,1879,"279",13788,"vessel","neaples",NA,NA,NA,NA
1074,1879,"35",10015,"steamboat","neaples",NA,NA,NA,NA
1075,1879,"122",26800,"vessel","sicily","Palermo",38.11127,13.3534422,753
1076,1879,"9",4386,"steamboat","sicily","Palermo",38.11127,13.3534422,753
1077,1879,"",NA,"vessel","toscana","Livorno",43.5426309,10.3160295,1047
1078,1879,"16",4871,"vessel","sardegna","Cagliari",39.2169525,9.1128513,947
1079,1879,"",NA,"steamboat","sardegna","Cagliari",39.2169525,9.1128513,947
1080,1879,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
1081,1879,"",NA,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
1082,1879,"",NA,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
1083,1879,"1",155,"vessel","low countries","Rotterdam",51.92779805,4.48862326926,3009
1084,1879,"6",3921,"steamboat","low countries","Rotterdam",51.92779805,4.48862326926,3009
1085,1879,"",NA,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
1086,1879,"",NA,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
1087,1879,"1",579,"vessel","rumenia",NA,NA,NA,NA
1088,1879,"8",3176,"steamboat","rumenia",NA,NA,NA,NA
