Austria-Hungary vessels,1280,37006
steamboat,4238,485588
Belgium steamboat,10,13778
Bulgaria steamboat,8,3384
Crete – Turkey vessels,14,1708
steamboat,19,26472
France vessels,,
steamboat,157,129593
Germany steamboat,30,32325
Gibraltar - UK vessels,,
steamboat,,
UK steamboat,108,152284
Greece vessels,73,11995
steamboat,62,48298
Italy vessels,12411,52960
steamboat,655,358556
Malta - UK vessels,,
steamboat,6,6311
Montenegro vessels,1,34
steamboat,,
Low Countries steamboat,6,7359
Portugal steamboat,2,1636
Rumenia steamboat,36,43874
Russia Black sea vessels,1,307
steamboat ,80,110060
Spain vessels,1,971
 steamboat,8,12708
European Turkey vessels,71,2301
steamboat,92,117790
Asian Turkey vessels,16,3783
steamboat,136,133311
Cyprus – UK vessels,2,332
 steamboat,1,1127
Persia steamboat,,
India - UK steamboat,28,64853
China steamboat,3,2943
Japan steamboat,15,41821
Egypt vessels,1,484
steamboat,64,137888
Tripoli vessels,3,378
steamboat,4,4542
Tunisia vessels,1,271
steamboat,3,2811
Algeria vessels,2,299
steamboat,1,1945
Morocco steamboat,,
Eastern Africa Portugal steamboat,1,1718
South Africa – UK steamboat,2,3444
Canada – UK vessels,1,749
steamboat,1,2059
USA vessels,1,738
steamboat,44,78327
Mexico steamboat,,
Caribbean – France vessels,1,502
Caribbean - UK vessels,,
Brazil steamboat,16,28936
Argentina vessels,,
steamboat,,
Australia vessels,1,1382
Total vessel,2661,116208
total steamboat,5831,2050683
Total all together,8492,2166886
