Austria-Hungary,,
Austro-Illirian Litoral vessel,2087,44476
steamboat,2131,123880
Hungarian Litoral vessel,95,4186
steamboat,107,46019
Dalmatia vessel,194,8656
steamboat,459,132596
total vessel,2376,57318
total steamboat,2697,302495
Americas,,
Canada UK vessels,,
USA vessels,10,5771
steamboat,2,2955
Bermuda UK vessels,1,925
Jamaica - UK vessels,4,1402
Trinidad - UK vessels,1,359
Brazil vessels,,
steamboat,22,22671
Uruguay vessels,,
Africa,,
Egypt vessels,,
steamboat,55,83301
Algeria vessels,14,3694
steamboat,2,2176
Tripoli vessels,,
Tunisia vessels,2,157
steamboat,14,7417
Western Africa steamboat,1,785
Asia,,
Aden - UK steamboat,,
India - UK steamboat,23,46566
Siam - UK vessels,,
China vessels,,
steamboat,3,6400
Japan steamboat,9,21473
Europe1,,
Hamburg steamboat,17,16959
Belgium steamboat,3,3263
Bulgaria steamboat,,
Atlantic France steamboat,5,4597
Mediterranean France,2,335
steamboat,102,87630
Germany steamboat,2,2987
UK vessels,8,4271
steamboat,142,181311
Gibraltar - UK steamboat,1,1788
Malta - UK vessels,,
steamboat,17,8660
Cyprus UK vessels,1,122
Greece vessels,52,5598
steamboat,8,5865
Italy,,
Veneto vessels,431,15093
steamboat,344,184636
Romagna e Marche vessels,349,12816
steamboat,53,9904
Neaples vessels,206,13276
steamboat,141,36395
Sicily vessels,101,13402
steamboat,105,42039
Toscana vessels,,
steamboat,,
Liguria and Sardegna vessels,12,1598
steamboat,29,28785
Europe 2,,
Montenegro vessels,1,34
steamboat,,
Low Countries steamboat,,
Portugal vessels,1,85
Rumenia vessels,,
 steamboat,,
Russia Black sea vessels,1,170
steamboat,26,36710
Spain vessels,,
steamboat,1,1065
Sweden and Norway vessels,,
steamboat,1,431
Turkey vessels,139,12410
steamboat,308,281811
,,
Total vessel,3712,148836
total steamboat,4133,1426075
Total all together,7845,1574911
