Austria vessels,4202,127421
steamboat,634,87029
Italy vessels,1549,82038
steamboat,355,119316
greece vessels,220,20622
steamboat,54,35375
Mediterranean France vessels,41,11628
steamboat,58,30526
Algeria,2,724
Portugal steamboat,,
UK – Malta,8,3318
steamboat,1,872
Uk _ Gibraltar steamboat,,
UK – vessels,113,40782
steamboat,127,130759
Belgium vessels,7,1302
Hamburg,1,160
Sweden and Norway,8,987
Russia Black sea vessels,58,13927
steamboat,8,5468
Turkey vessels,293,21922
steamboat,215,134497
Moldavia vessels,25,5823
steamboat,5,4583
Valacchia vessels,3,648
steamboat,1,749
Egypt vessels,3,1138
steamboat,53,63956
Tunisia,4,242
USA,55,24361
American UK,2,1074
Brazil vessels,19,4125
Asian UK – vessels,2,1366
steamboat,25,26847
China,1,329
,,
total vessels,6616,363937
total steamboat,1536,639977
total general,8252,1003914
