Austria vessels,6940,219988
steamboat,434,97881
Papal state vessels,602,44090
steamboat,40,5538
Neaples vessels,509,34167
steamboat,,
Sicily vessels,179,29655
steamboat,1,444
Ionic Islands vessels,24,4500
steamboat,44,9301
greece vessels,173,16543
steamboat,,
toscana vessels,15,3893
steamboat,,
sardegna vessels,37,10276
steamboat,,
Mediterranean France vessels,104,26938
steamboat,,
Atlantic France vessels,5,559
Algeria,4,1080
Spain,6,1680
Uk – Malta _vessels,18,6688
steamboat,,
Uk _ Gibraltar vessels,,
steamboat,,
UK – vessels,111,39703
steamboat,45,40271
Low Countries vessels,18,3139
steamboat,4,2009
Belgium,12,1895
Hamburg ,6,814
Sweden and Norway,9,1096
Russia Black sea vessels,17,4771
steamboat,,
Turkey vessels,176,16963
steamboat,157,68671
Moldavia vessels,5,931
steamboat,,
Valacchia vessels,9,2021
steamboat,,
Egypt vessels,83,32814
steamboat,118,94691
Tunis,5,760
S. Domingo,3,752
American Spain,8,1266
USA,5,1439
American UK,3,1003
Mexico,1,1395
Venezuela,2,270
Brazil,23,4445
Peru,5,1637
Asian UK,4,1243
,,
total vessels,9120,517022
total steamboat,844,320401
total general,9964,837413
