Austria-Hungary,,
Austro-Illirian Litoral vessel,1764,33928
steamboat,1495,65692
Hungarian Litoral vessel,116,5706
steamboat,128,35006
Dalmatia vessel,532,17888
steamboat,244,57572
total vessel,2412,56972
total steamboat,1862,158270
Americas,,
USA vessels,17,15596
steamboat,23,83786
Brazil vessels,9,2241
steamboat,9,11609
American Denmark,1,455
Argentina steamboat,1,1251
Africa,,
Egypt vessels,13,6289
steamboat,59,65811
Algeria vessels,10,4630
steamboat,2,957
Tripoli vessels,2,665
steamboat,8,669
Tunisia vessels,8,1031
steamboat,1,223
African Portugal steamboat,,
Asia,,
India – UK steamboat,28,37188
China steamboat,12,21964
Australia – UK steamboat,,
Europe1,,
Hamburg steamboat,8,5714
Belgium steamboat,1,885
Bulgaria ,,
Atlantic France vessels,7,2513
steamboat,26,20978
Mediterranean France,30,11915
steamboat,80,59350
UK vessels,,
steamboat,180,154520
Gibraltar – UK vessels,,
Malta – UK vessels,9,1932
steamboat,,
Greece vessels,193,34715
steamboat,21,11515
Italy,,
Veneto vessels,316,6588
steamboat,174,62488
Romagna e Marche vessels,483,16804
steamboat,58,8627
Neaples vessels,317,16546
steamboat,41,10935
Sicily vessels,129,27445
steamboat,29,16495
Toscana vessels,1,882
steamboat,,
Sardegna vessels,28,6812
steamboat,8,1704
Europe 2,,
Montenegro vessels,3,162
steamboat,,
Low Countries steamboat,2,1524
Portugal vessels,,
steamboat,,
Rumenia steamboat,1,1280
Russia Baltic sea,,
Russia Black sea vessels,21,12528
steamboat,4,4604
Spain vessels,2,1702
steamboat,4,2988
Sweden and Norway vessels,,
Turkey vessels,196,16381
steamboat,286,285945
,,
Total vessel,4202,244304
total steamboat,2858,931225
Total all together,7060,1175529
