Austria vessels,4508,111419
steamboat,623,190151
Italy vessels,1585,75583
steamboat,355,115276
greece vessels,174,14550
steamboat,19,10847
Mediterranean France vessels,20,5749
steamboat,69,45498
Algeria,8,2010
Spain vessels,2,440
UK – Malta vessels,2,438
steamboat,1,875
Uk _ Gibraltar steamboat,,
UK – vessels,119,41202
steamboat,119,131410
Belgium vessels,10,1778
Sweden and Norway vessels,10,1926
steamboat,1,876
Russia Black sea vessels,33,8592
steamboat,18,13778
Turkey vessels,152,14395
steamboat,296,217237
Moldavia vessels,3,719
steamboat,3,2147
Valacchia vessels,8,1593
steamboat,10,5219
Egypt vessels,1,478
steamboat,54,67553
Maghreb vessels,3,628
steamboat,1,1118
Western Africa,1,206
USA vessels,95,47720
steamboat,1,876
American UK,4,1804
Venezuela,1,148
Brazil vessels,30,5660
Asian UK vessels,2,630
steamboat,24,29964
,,
total vessels,6771,285294
total steamboat,1594,882821
total general,8365,1168115
