Austria vessels,4771,111706
steamboat,633,198081
Italy vessels,1345,63745
steamboat,336,99546
greece vessels,201,26174
steamboat,17,10046
Mediterranean France vessels,83,27335
steamboat,67,46243
Atlantic France vessels,101,34791
steamboat,2,941
Algeria,18,7396
Spain steamboat,1,535
UK – Malta vessels,12,1929
steamboat,3,2504
Uk _ Gibraltar steamboat,,
UK – vessels,4,1786
steamboat,122,127273
Low Countries,4,595
Belgium vessels,3,1880
Hamburg,1,109
Denmark,,
Sweden and Norway vessels,1,127
steamboat,1,440
Russia Baltic sea vessels,,
Russia Black sea vessels,4,939
steamboat,6,4049
Turkey vessels,163,18117
steamboat,340,251868
Moldavia steamboat,2,2189
Valacchia steamboat,,
Egypt vessels,8,4316
steamboat,53,63905
Maghreb vessels,5,1079
steamboat,,
USA vessels,16,25734
steamboat,5,5836
American Denmark,1,906
Brazil vessels,60,11551
Asian UK steamboat,13,17986
,,
,,
total vessels,6828,338396
total steamboat,1604,838320
total general,8432,1171646
