Austria vessels,4239,125993
steamboat,926,83058
Veneto vessels,786,34793
steamboat,243,83850
Romagna e Marche,321,16736
steamboat,53,10519
Neaples vessels,449,21044
steamboat,,
Sicily vessels,91,15214
steamboat,,
toscana vessels,1,364
steamboat,,
sardegna vessels,7,2070
steamboat,,
Italy vessels,40,1147
Ionic Islands vessels,13,545
steamboat,2,562
greece vessels,250,21528
steamboat,,
Mediterranean France vessels,53,13765
steamboat,51,21277
Atlantic France vessels,8,1834
Algeria,9,2337
Spain – vessels,1,248
Portugal steamboat,,
Uk – Malta _vessels,7,616
steamboat,,
Uk _ Gibraltar steamboat,,
UK – vessels,208,79280
steamboat,107,108914
Low Countries vessels,5,369
steamboat,5,3674
Belgium vessels,10,2346
Hamburg  vessels,2,347
Sweden and Norway,10,1175
Russia Black sea vessels,84,25787
steamboat,2,789
Turkey vessels,332,31227
steamboat,213,126746
Moldavia vessels,47,11258
steamboat,13,7472
Valacchia vessels,69,16099
steamboat,14,7669
Egypt vessels,13,3919
steamboat,55,64390
Tunisia,3,197
Morocco,2,362
S. Domingo,1,149
USA,53,23398
American UK,4,1914
Venezuela,1,136
Uruguay,1,361
Brazil,14,2605
Chile,1,228
Asian UK – vessels,1,247
steamboat,16,15168
,,
total vessels,7096,459192
total steamboat,1700,534088
total general,8796,9983280
