Austria vessels,4340,15741
steamboat,907,84671
Veneto vessels,573,15760
steamboat,245,83603
Romagna e Marche vessels,353,16847
steamboat,52,10493
Neaples vessels,454,22660
steamboat,5,2718
Sicily vessels,169,34989
steamboat,,
toscana vessels,5,1875
 steamboat,1,
sardegna vessels,14,3497
steamboat,,
Italy,29,902
Ionic Islands vessels,60,4745
steamboat,2,600
greece vessels,244,33162
steamboat,4,1786
Mediterranean France vessels,205,62340
steamboat,53,25308
Atlantic France vessels,77,33585
Algeria vessels,10,3084
steamboat,1,522
Spain vessels,9,1744
steamboat,1,618
Uk – Malta vessels,12,1520
steamboat,5,2958
UK – Gibraltar – vessels,2,438
steamboat,,
UK – vessels,21,6305
steamboat,83,90076
Low Countries vessels,11,2557
steamboat,5,2642
Belgium vessels,1,320
Hamburg,6,737
Denmark,1,96
Sweden and Norway,1,211
Russia Baltic sea ,4,687
Russia Black sea vessels,8,3066
steamboat,9,7796
Turkey vessels,267,31512
steamboat,235,139742
Moldavia steamboat,4,2978
Valacchia vessels,22,5207
 steamboat,,
Egypt vessels,46,15581
steamboat,54,64396
Tunisia,1,427
Tripoli vessels,1,77
USA vessel,14,6185
steamboat,6,7403
Brazil,63,12300
Asian UK,12,11838
,,
total vessels,6994,437445
total steamboat,1684,540936
total general,8678,978881
