Austria-Hungary,,
Austro-Illirian Litoral vessel,1562,34133
steamboat,3509,202649
Hungarian Litoral vessel,102,3989
steamboat,101,40199
Dalmatia vessel,255,10575
steamboat,606,190315
total vessel,1919,48697
total steamboat,4216,433163
Africa,,
Egypt vessels,2,606
steamboat,69,130214
Algeria vessels,6,2138
steamboat,3,2233
Tripoli vessels,,
Tunisia vessels,,
steamboat,2,759
Morocco steamboat,1,192
Western Africa steamboat,,
Americas,,
USA vessels,17,11639
steamboat,29,47307
Cuba – American Spain – vessels,,
Jamaica - UK vessels,4,1522
Trinidad - UK vessels,,
Brazil steamboat,17,24462
Argentina vessels,1,683
Chile vessels,2,2283
Asia,,
India - UK steamboat,33,66327
Siam - UK vessels,,
Japan steamboat,12,29026
Europe1,,
Hamburg vessels,,
steamboat,21,21424
Belgium steamboat,3,4011
Bulgaria steamboat,,
Atlantic France steamboat,4,3659
Mediterranean France,2,457
steamboat,120,98774
Germany steamboat,2,1882
UK vessels,2,710
steamboat,172,219730
Gibraltar - UK steamboat,,
Malta - UK vessels,,
steamboat,12,5308
Greece vessels,37,4460
steamboat,6,2506
Italy,,
Veneto vessels,501,16022
steamboat,265,154288
Romagna e Marche vessels,342,11705
steamboat,71,12783
Neaples vessels,139,7424
steamboat,126,39460
Sicily vessels,65,9214
steamboat,105,50942
Toscana steamboat,1,225
Liguria and Sardegna vessels,1,100
steamboat,34,31368
Europe 2,,
Montenegro vessels,1,35
steamboat,,
Low Countries vessels,1,526
steamboat,,
Portugal vessels,,
Rumenia  steamboat,37,39024
Russia Black sea vessels,,
steamboat,31,40916
Spain vessels,1,394
steamboat,2,2135
Sweden and Norway vessels,,
Turkey vessels,83,8058
steamboat,208,182497
,,
Total vessel,3127,126865
total steamboat,5601,1654023
Total all together,8728,1780888
