Austria vessels,4314,108669
steamboat,614,91176
Italy vessels,1253,66217
steamboat,344,110264
greece vessels,232,28880
steamboat,46,31068
Mediterranean France vessels,107,32182
steamboat,55,37297
Atlantic France vessels,84,37374
steamboat,1,909
Algeria vessels,14,5228
Spain vessels,4,1213
UK – Malta vessels,20,2638
Uk _ Gibraltar steamboat,,
UK – vessels,7,2577
steamboat,108,113787
Low Countries vessel,9,2141
Hamburg,3,436
Russia Baltic sea vessels,4,603
Russia Black sea vessels,2,386
steamboat,5,5306
Turkey vessels,200,18930
steamboat,236,156209
Moldavia vessels,1,211
steamboat,7,7422
Valacchia vessels,3,987
steamboat,,
Egypt vessels,2,963
steamboat,59,74384
Tripoli,1,146
USA vessels,20,10568
steamboat,9,8651
Brazil vessels,50,9810
Asian UK vessels,14,18362
,,
total vessels,6330,330209
total steamboat,1498,654835
total general,7828,985044
