Austria vessels,4072,104890
steamboat,615,95467
Italy vessels,1480,70034
steamboat,345,112745
greece vessels,153,12510
steamboat,44,29389
Mediterranean France vessels,27,6710
steamboat,54,36370
Algeria,4,660
Spain,3,795
UK – Malta,1,280
steamboat,1,1009
Uk _ Gibraltar steamboat,,
UK – vessels,146,53965
steamboat,124,131058
Belgium vessels,7,1222
Sweden and Norway,7,975
Russia Black sea vessels,64,14869
steamboat,12,13257
Turkey vessels,257,22819
steamboat,216,140772
Moldavia vessels,13,2843
steamboat,3,1630
Valacchia vessels,20,4451
steamboat,,
Egypt vessels,1,157
steamboat,54,64613
Tunisia,3,359
Western Africa,1,362
S. Domingo,1,163
USA,67,30785
American UK,4,1128
Brazil vessels,28,5588
Asian UK vessels,3,999
steamboat,21,22796
,,
total vessels,6362,336574
total steamboat,1489,649106
total general,7851,985682
