,,
total general,10243,717296
total vessel,9280,486484
total steamboat,963,232213
,,
Austria total,8013,244900
Austria vessel,7288,206700
Austria steamboat,725,137065
,,
Foreign total,2230,372590
Foreign vessels,1992,206464
foreign steamboat,235,114507
,,
Papal state vessels,412,2230
steamboat,10,2002
Neaples vessels,414,21200
steamboat,,
Sicily vessels,75,12510
steamboat,,
Ionic Islands vessels,24,2122
steamboat,53,10627
greece vessels,183,19122
steamboat,1,406
toscana,6,601
sardegna vessels,21,2190
steamboat,,
Mediterranean France vessels,46,9050
steamboat,1,500
Atlantic France ,15,2201
Spain ,6,806
Portugal,1,104
Uk – Malta,6,1079
UK – vessels,186,56294
steamboat,25,22731
Low Countries vessels,35,5906
steamboat,9,3401
Belgium,12,2601
Hamburg,12,1946
Prussia,1,118
Sweden and Norway,5,760
Russia Black sea ,41,10501
Turkey vessels,237,28050
steamboat,115,37291
Moldavia vessels,13,2157
steamboat,,
Valacchia vessels,119,21841
steamboat,,
Egypt vessels,24,6190
steamboat,24,16721
S. Domingo,8,1188
American Spain,5,837
USA,41,17146
Mexico,1,341
Venezuela,2,201
Brazil,34,6856
Peru,2,719
Asian UK,12,770
Sumatra,1,351
