,,
total general,10322,736078
total vessel,9363,484348
total steamboat,959,251730
,,
Austria total,7963,347357
Austria vessel,7241,210389
Austria steamboat,722,136968
,,
Foreign total,2359,388721
Foreign vessels,2122,273959
foreign steamboat,237,114762
,,
Papal state vessels,536,32225
steamboat,10,2385
Neaples vessels,425,21699
steamboat,,
Sicily vessels,70,17475
steamboat,,
Ionic Islands vessels,90,8319
steamboat,52,10880
greece vessels,225,28548
steamboat,2,604
toscana vessels,12,4800
steamboat,,
sardegna ,13,2479
Mediterranean France vessels,69,15291
steamboat,,
Atlantic France ,5,1203
Algeria,13,
Spain,12,2638
Uk – Malta vessels,71,11904
steamboat,,
UK – Gibraltar – vessels,1,125
steamboat,,
UK – vessels,76,19265
steamboat,26,24306
Low Countries vessels,14,2646
steamboat,9,3432
Belgium,7,1655
Hamburg,16,3196
Bremen,3,512
Prussia,3,583
Denmanrk,2,298
Sweden and Norway,2,427
Russia Baltic sea ,5,946
Russia Black sea ,14,4948
Turkey vessels,314,53605
steamboat,114,56438
Moldavia vessels,4,781
steamboat,,
Valacchia vessels,2,464
steamboat,,
Egypt vessels,67,19843
steamboat,24,16717
Tripoli,1,179
Tunisia,11,2805
Morocco,1,189
American Spain,8,1301
USA,15,5899
Venezuela,1,200
Brazil,19,4521
