Austria-Hungary vessels,689,30585
steamboat,5654,748971
Belgium steamboat,4,6754
Bulgaria steamboat,,
Crete – Turkey vessels,2,300
steamboat,4,3838
France vessels,1,252
steamboat,63,61263
Germany steamboat,28,29303
Gibraltar - UK steamboat,,
UK vessels,,
steamboat,221,427016
Greece vessels,39,8208
steamboat,33,32171
Italy vessels,1450,55974
steamboat,494,402597
Malta - UK vessels,,
steamboat,1,2311
Montenegro vessels,6,166
steamboat,,
Norway steamboat,,
Low Countries steamboat,7,14472
Portugal steamboat,,
Rumenia  vessels,,
steamboat,54,97104
Russia Baltic sea steamboat,1,2438
Russia Black sea steamboat,45,67476
Spain steamboat,59,55312
European Turkey vessels,28,1958
steamboat,152,114564
Asian Turkey vessels,2,208
steamboat,126,135447
India - UK steamboat,55,138267
Siam UK steamboat,,
Indo-China France steamboat,,
China steamboat,,
Japan steamboat,12,46552
Egypt steamboat,60,132614
Tripoli vessels,1,116
Tunisia vessels,,
steamboat,7,5242
Algeria vessels,2,873
steamboat,13,9106
Morocco steamboat,10,7295
South Africa – UK steamboat,12,32160
Western Africa France steamboat,1,1053
Western Africa UK steamboat,,
USA vessels,,
steamboat,108,373848
Mexico steamboat,3,4443
Caribbean - UK vessels,1,743
Haiti vessels,,
Brazil steamboat,10,16774
Uruguay vessels,,
Argentina vessels,,
steamboat,8,13663
Chile vessels,1,1447
Total vessel,2222,100830
total steamboat,7240,2982049
Total all together,9462,3082879
