Austria-Hungary,,
Austro-Illirian Litoral vessel,1836,35465
steamboat,584,34173
Hungarian Litoral vessel,80,4224
steamboat,120,39745
Dalmatia vessel,660,22870
steamboat,237,57103
total vessel,2576,62559
total steamboat,891,131021
Americas,,
USA vessels,21,18845
steamboat,20,25249
Brazil vessels,15,8740
steamboat,6,8755
American Denmark,1,1118
Argentina steamboat,,
Africa,,
Egypt vessels,7,2858
steamboat,60,68747
Algeria vessels,8,3245
steamboat,8,2543
Tripoli vessels,,
steamboat,,
Tunisia vessels,8,623
steamboat,11,9124
African Portugal steamboat,1,1103
Asia,,
India – UK steamboat,34,53810
China steamboat,12,21748
Australia – UK steamboat,,
Europe1,,
Hamburg steamboat,,
Belgium steamboat,4,3257
Bulgaria ,,
Atlantic France vessels,19,8655
steamboat,16,12468
Mediterranean France,46,16695
steamboat,98,72747
UK vessels,1,496
steamboat,129,152572
Gibraltar – UK vessels,4,996
Malta – UK vessels,13,2759
steamboat,,
Greece vessels,284,40428
steamboat,18,9758
Italy,,
Veneto vessels,383,8230
steamboat,255,90268
Romagna e Marche vessels,521,17102
steamboat,58,7374
Neaples vessels,327,17759
steamboat,64,17452
Sicily vessels,116,19842
steamboat,16,10459
Toscana vessels,,
steamboat,,
Sardegna vessels,16,4176
steamboat,1,781
Europe 2,,
Montenegro vessels,,
steamboat,,
Low Countries steamboat,8,2432
Portugal vessels,,
steamboat,,
Rumenia steamboat,1,747
Russia Baltic sea,,
Russia Black sea vessels,8,3760
steamboat,11,6202
Spain vessels,8,612
steamboat,5,4968
Sweden and Norway vessels,,
Turkey vessels,161,12025
steamboat,299,240772
,,
Total vessel,4483,246423
total steamboat,2006,954338
Total all together,6489,1200761
