Austria-Hungary,,
Austro-Illirian Litoral vessel,1750,36965
steamboat,536,34277
Hungarian Litoral vessel,186,9696
steamboat,112,33934
Dalmatia vessel,578,20694
steamboat,233,56795
total vessel,2514,67355
total steamboat,881,125006
Americas,,
Canada -UK vessel,1,607
USA vessels,54,35153
steamboat,1,1053
Other American UK,4,1468
Brazil vessels,31,6514
steamboat,10,10381
Venezuela,,
Argentina steamboat,,
Peru,2,722
Africa,,
Egypt vessels,1,470
steamboat,55,65612
Algeria vessels,13,4310
steamboat,,
Tripoli vessels,1,146
steamboat,1,970
Tunisia vessels,5,814
steamboat,10,7967
West Africa,1,546
Asia,,
India – UK vessels,,
steamboat,49,72510
China steamboat,13,23720
Australia – UK steamboat,,
Europe1,,
Hamburg steamboat,,
Belgium vessels,,
steamboat,2,1547
Bulgaria ,1,235
Atlantic France vessels,1,371
steamboat,,
Mediterranean France,18,7324
steamboat,80,62615
Germany vessels,,
steamboat,,
UK vessels,22,9792
steamboat,149,173849
Gibraltar – UK vessels,,
steamboat,,
Malta – UK vessels,2,310
steamboat,4,3245
Greece vessels,167,16447
steamboat,15,8880
Italy,,
Veneto vessels,610,26690
steamboat,267,99751
Romagna e Marche vessels,468,20208
steamboat,61,13139
Neaples vessels,274,16154
steamboat,57,15806
Sicily vessels,38,7021
steamboat,30,19030
Toscana vessels,1,127
steamboat,1,688
Sardegna vessels,3,1555
steamboat,9,7478
Europe 2,,
Montenegro vessels,6,193
steamboat,,
Low Countries vessels,,
steamboat,3,2129
Portugal vessels,1,519
steamboat,,
Rumenia vessels,2,866
steamboat,,
Russia Black sea vessels,22,6593
steamboat,8,7109
Spain vessels,4,1301
steamboat,7,6110
Sweden and Norway vessels,3,615
steamboat,4,1503
Turkey vessels,171,14661
steamboat,284,229711
,,
Total vessel,4474,249037
total steamboat,2001,959812
Total all together,6475,1208819
