Austria-Hungary,,
Austro-Illirian Litoral vessel,1837,34339
steamboat,1580,85481
Hungarian Litoral vessel,148,9458
steamboat,134,42734
Dalmatia vessel,395,18038
steamboat,226,50887
total vessel,2380,61835
total steamboat,1940,179052
Americas,,
Canada -UK vessel,,
USA vessels,35,17504
steamboat,,
Jamaica – UK,5,2225
Martinica – France,1,408
Brazil vessels,3,885
steamboat,20,20721
Argentina steamboat,,
Peru,,
Africa,,
Egypt vessels,,
steamboat,56,68534
Massaua steamboat,—,
Algeria vessels,11,3672
steamboat,,
Tripoli steamboat,,
Tunisia vessels,3,540
steamboat,,
West Africa vessels,1,397
steamboat,,
Asia,,
Aden – UK steamboat,,
India – UK vessels,,
steamboat,31,50343
China steamboat,19,88193
Europe1,,
Hamburg steamboat,18,12535
Belgium vessels,,
steamboat,1,1390
Atlantic France vessels,2,389
steamboat,4,3321
Mediterranean France,6,2622
steamboat,71,51810
Germany steamboat,2,2219
UK vessels,12,4416
steamboat,136,157656
Malta – UK vessels,1,147
steamboat,10,3596
Greece vessels,134,13166
steamboat,17,13079
Italy,,
Veneto vessels,390,14042
steamboat,113,62155
Romagna e Marche vessels,450,21893
steamboat,38,9118
Neaples vessels,295,26119
steamboat,13,6444
Sicily vessels,72,15147
steamboat,43,17796
Toscana vessels,,
steamboat,,
Sardegna vessels,5,1921
steamboat,15,12966
Europe 2,,
Montenegro vessels,8,302
steamboat,1,423
Low Countries steamboat,,
Rumenia vessels,3,1816
steamboat,1,742
Russia Black sea vessels,14,7658
steamboat,8,7121
Spain vessels,,
steamboat,1,669
Sweden and Norway vessels,1,151
steamboat,7,2545
Turkey vessels,138,15769
steamboat,271,216769
,,
Total vessel,8970,212521
total steamboat,28836,939197
Total all together,6806,1151718
