Austria-Hungary,,
Austro-Illirian Litoral vessel,1828,31827
steamboat,1557,82616
Hungarian Litoral vessel,50,3858
steamboat,133,35128
Dalmatia vessel,487,17918
steamboat,224,49136
total vessel,2865,58168
total steamboat,1914,166880
Americas,,
USA vessels,1,804
steamboat,27,39190
Brazil vessels,5,1134
steamboat,11,9765
St. Thomas – UK vessels,,
Argentina vessels,,
steamboat,,
Africa,,
Egypt vessels,14,7093
steamboat,66,80576
Massaua steamboat,,
Algeria vessels,8,8114
steamboat,1,1058
Tripoli vessels,,
steamboat,9,2007
Tunisia vessels,6,987
steamboat,5,2547
Asia,,
Aden – UK steamboat,1,1848
India – UK steamboat,11,18123
China steamboat,24,47161
Europe1,,
Hamburg steamboat,17,11733
Belgium steamboat,,
Bulgaria steamboat,,
Atlantic France vessels,,
steamboat,35,30705
Mediterranean France,11,3679
steamboat,27,15708
UK vessels,1,545
steamboat,97,114966
Gibraltar – UK vessels,3,882
steamboat,1,393
Malta – UK vessels,9,3068
steamboat,8,2417
Greece vessels,142,23601
steamboat,22,13770
Italy,,
Veneto vessels,212,5650
steamboat,84,58540
Romagna e Marche vessels,515,19655
steamboat,40,7705
Neaples vessels,321,27299
steamboat,14,4582
Sicily vessels,147,35098
steamboat,36,14633
Toscana vessels,,
Sardegna vessels,11,8960
steamboat,58,52236
Europe 2,,
Montenegro vessels,7,227
Low Countries steamboat,8,2142
Portugal vessels,1,338
steamboat,,
Rumenia steamboat,,
Russia Black sea vessels,14,8865
steamboat,10,9892
Spain vessels,2,917
steamboat,4,3257
Turkey vessels,151,13122
steamboat,286,230086
,,
Total vessel,8946,213096
total steamboat,2806,936970
Total all together,6752,1150066
